Warning in <TInterpreter::ReadRootmapFile>: class  UCharDbArray found in libRootCnvDict.so  is already in libStorageSvcDict.so 
Warning in <TInterpreter::ReadRootmapFile>: class  Event found in libtest_GPyTestDict.so  is already in libG4AtlasControlDict.so 
Reading event veto info from db oracle://ATLAS_COOLPROD;schema=ATLAS_COOLOFL_LAR;dbname=CONDBR2, tag LARBadChannelsOflEventVeto-RUN2-UPD4-10  Run 310473 to 310473
Reading folder /LAR/BadChannelsOfl/EventVeto from DB oracle://ATLAS_COOLPROD;schema=ATLAS_COOLOFL_LAR;dbname=CONDBR2
Data source lookup using /cvmfs/atlas.cern.ch/repo/sw/software/21.0/AtlasCore/21.0.20/InstallArea/x86_64-slc6-gcc62-opt/XML/AtlasAuthentication/dblookup.xml file
[?1034hDumping EventVeto data from run 310473 to run 310473  lasting from Thu Oct 13 03:34:48 2016 UTC to Thu Oct 13 12:06:59 2016 UTC
Event Veto ['MiniNoiseBurst'], Thu Oct 13 03:45:53 2016 UTC-Thu Oct 13 03:45:53 2016 UTC (0.010 )  Time stamp start 1476330353105703390 end 1476330353095702440  Run 310473, LB 13, lumi 0.00
Event Veto ['MiniNoiseBurst'], Thu Oct 13 03:58:00 2016 UTC-Thu Oct 13 03:58:00 2016 UTC (0.010 )  Time stamp start 1476331080825459465 end 1476331080815458840  Run 310473, LB 25, lumi 0.00
Event Veto ['MiniNoiseBurst'], Thu Oct 13 04:19:53 2016 UTC-Thu Oct 13 04:19:53 2016 UTC (0.010 )  Time stamp start 1476332393141325980 end 1476332393131325980  Run 310473, LB 48, lumi 0.00
Event Veto ['MiniNoiseBurst'], Thu Oct 13 04:34:22 2016 UTC-Thu Oct 13 04:34:22 2016 UTC (0.010 )  Time stamp start 1476333262911515660 end 1476333262901514535  Run 310473, LB 64, lumi 0.00
Event Veto ['MiniNoiseBurst'], Thu Oct 13 04:51:29 2016 UTC-Thu Oct 13 04:51:29 2016 UTC (0.010 )  Time stamp start 1476334289795789565 end 1476334289785789565  Run 310473, LB 83, lumi 0.00
Event Veto ['MiniNoiseBurst'], Thu Oct 13 04:57:36 2016 UTC-Thu Oct 13 04:57:36 2016 UTC (0.016 )  Time stamp start 1476334656639402190 end 1476334656623301835  Run 310473, LB 89, lumi 30.30
Event Veto ['MiniNoiseBurst'], Thu Oct 13 04:57:38 2016 UTC-Thu Oct 13 04:57:38 2016 UTC (0.047 )  Time stamp start 1476334658049439260 end 1476334658002443330  Run 310473, LB 89, lumi 88.45
Event Veto ['MiniNoiseBurst'], Thu Oct 13 04:57:38 2016 UTC-Thu Oct 13 04:57:39 2016 UTC (0.035 )  Time stamp start 1476334659022255610 end 1476334658986925745  Run 310473, LB 89, lumi 66.49
Event Veto ['MiniNoiseBurst'], Thu Oct 13 04:57:41 2016 UTC-Thu Oct 13 04:57:41 2016 UTC (0.035 )  Time stamp start 1476334661193709445 end 1476334661159061005  Run 310473, LB 89, lumi 65.21
Event Veto ['MiniNoiseBurst'], Thu Oct 13 04:57:42 2016 UTC-Thu Oct 13 04:57:42 2016 UTC (0.010 )  Time stamp start 1476334662321627175 end 1476334662311627175  Run 310473, LB 89, lumi 18.82
Event Veto ['MiniNoiseBurst'], Thu Oct 13 04:57:43 2016 UTC-Thu Oct 13 04:57:43 2016 UTC (0.010 )  Time stamp start 1476334663391515725 end 1476334663381515725  Run 310473, LB 89, lumi 18.82
Event Veto ['MiniNoiseBurst'], Thu Oct 13 04:57:44 2016 UTC-Thu Oct 13 04:57:44 2016 UTC (0.028 )  Time stamp start 1476334664479430385 end 1476334664451186825  Run 310473, LB 89, lumi 53.15
Event Veto ['MiniNoiseBurst'], Thu Oct 13 04:57:45 2016 UTC-Thu Oct 13 04:57:45 2016 UTC (0.010 )  Time stamp start 1476334665416484110 end 1476334665406484110  Run 310473, LB 89, lumi 18.82
Event Veto ['MiniNoiseBurst'], Thu Oct 13 04:57:46 2016 UTC-Thu Oct 13 04:57:46 2016 UTC (0.020 )  Time stamp start 1476334666263968080 end 1476334666243849805  Run 310473, LB 89, lumi 37.86
Event Veto ['MiniNoiseBurst'], Thu Oct 13 04:57:47 2016 UTC-Thu Oct 13 04:57:47 2016 UTC (0.012 )  Time stamp start 1476334667425310070 end 1476334667413124810  Run 310473, LB 89, lumi 22.93
Event Veto ['MiniNoiseBurst'], Thu Oct 13 04:57:48 2016 UTC-Thu Oct 13 04:57:48 2016 UTC (0.016 )  Time stamp start 1476334668551961005 end 1476334668535754655  Run 310473, LB 89, lumi 30.50
Event Veto ['MiniNoiseBurst'], Thu Oct 13 04:57:49 2016 UTC-Thu Oct 13 04:57:49 2016 UTC (0.037 )  Time stamp start 1476334669870759005 end 1476334669833719915  Run 310473, LB 89, lumi 69.71
Event Veto ['MiniNoiseBurst'], Thu Oct 13 04:57:51 2016 UTC-Thu Oct 13 04:57:51 2016 UTC (0.011 )  Time stamp start 1476334671638450885 end 1476334671627175380  Run 310473, LB 89, lumi 21.22
Event Veto ['MiniNoiseBurst'], Thu Oct 13 04:57:52 2016 UTC-Thu Oct 13 04:57:52 2016 UTC (0.010 )  Time stamp start 1476334672401439945 end 1476334672391439945  Run 310473, LB 89, lumi 18.82
Event Veto ['MiniNoiseBurst'], Thu Oct 13 04:57:53 2016 UTC-Thu Oct 13 04:57:53 2016 UTC (0.010 )  Time stamp start 1476334673444180215 end 1476334673434180215  Run 310473, LB 89, lumi 18.82
Event Veto ['MiniNoiseBurst'], Thu Oct 13 04:57:54 2016 UTC-Thu Oct 13 04:57:54 2016 UTC (0.010 )  Time stamp start 1476334674298387635 end 1476334674288387635  Run 310473, LB 89, lumi 18.82
Event Veto ['MiniNoiseBurst'], Thu Oct 13 04:57:55 2016 UTC-Thu Oct 13 04:57:55 2016 UTC (0.016 )  Time stamp start 1476334675604879905 end 1476334675588757245  Run 310473, LB 89, lumi 30.34
Event Veto ['MiniNoiseBurst'], Thu Oct 13 04:57:57 2016 UTC-Thu Oct 13 04:57:57 2016 UTC (0.023 )  Time stamp start 1476334677265376095 end 1476334677242046040  Run 310473, LB 89, lumi 43.91
Event Veto ['MiniNoiseBurst'], Thu Oct 13 04:57:58 2016 UTC-Thu Oct 13 04:57:58 2016 UTC (0.010 )  Time stamp start 1476334678635141900 end 1476334678625141900  Run 310473, LB 90, lumi 126.94
Event Veto ['MiniNoiseBurst'], Thu Oct 13 04:57:59 2016 UTC-Thu Oct 13 04:57:59 2016 UTC (0.013 )  Time stamp start 1476334679735605830 end 1476334679722143295  Run 310473, LB 90, lumi 170.89
Event Veto ['MiniNoiseBurst'], Thu Oct 13 04:58:00 2016 UTC-Thu Oct 13 04:58:00 2016 UTC (0.010 )  Time stamp start 1476334680696003075 end 1476334680686003075  Run 310473, LB 90, lumi 126.94
Event Veto ['MiniNoiseBurst'], Thu Oct 13 04:58:01 2016 UTC-Thu Oct 13 04:58:01 2016 UTC (0.010 )  Time stamp start 1476334681407621130 end 1476334681397621130  Run 310473, LB 90, lumi 126.94
Event Veto ['MiniNoiseBurst'], Thu Oct 13 04:58:02 2016 UTC-Thu Oct 13 04:58:02 2016 UTC (0.010 )  Time stamp start 1476334682161502695 end 1476334682151502695  Run 310473, LB 90, lumi 126.94
Event Veto ['MiniNoiseBurst'], Thu Oct 13 04:58:03 2016 UTC-Thu Oct 13 04:58:03 2016 UTC (0.021 )  Time stamp start 1476334683544240135 end 1476334683523612995  Run 310473, LB 90, lumi 261.84
Event Veto ['MiniNoiseBurst'], Thu Oct 13 04:58:04 2016 UTC-Thu Oct 13 04:58:04 2016 UTC (0.010 )  Time stamp start 1476334684172408895 end 1476334684162408895  Run 310473, LB 90, lumi 126.94
Event Veto ['MiniNoiseBurst'], Thu Oct 13 04:58:05 2016 UTC-Thu Oct 13 04:58:05 2016 UTC (0.010 )  Time stamp start 1476334685594296095 end 1476334685584296095  Run 310473, LB 90, lumi 126.94
Event Veto ['MiniNoiseBurst'], Thu Oct 13 04:58:06 2016 UTC-Thu Oct 13 04:58:06 2016 UTC (0.010 )  Time stamp start 1476334686139796045 end 1476334686129796045  Run 310473, LB 90, lumi 126.94
Event Veto ['MiniNoiseBurst'], Thu Oct 13 04:58:07 2016 UTC-Thu Oct 13 04:58:07 2016 UTC (0.011 )  Time stamp start 1476334687390604255 end 1476334687379465575  Run 310473, LB 90, lumi 141.39
Event Veto ['MiniNoiseBurst'], Thu Oct 13 04:58:08 2016 UTC-Thu Oct 13 04:58:08 2016 UTC (0.010 )  Time stamp start 1476334688046696310 end 1476334688036696310  Run 310473, LB 90, lumi 126.94
Event Veto ['MiniNoiseBurst'], Thu Oct 13 04:58:08 2016 UTC-Thu Oct 13 04:58:08 2016 UTC (0.010 )  Time stamp start 1476334688887226280 end 1476334688877226280  Run 310473, LB 90, lumi 126.94
Event Veto ['MiniNoiseBurst'], Thu Oct 13 04:58:10 2016 UTC-Thu Oct 13 04:58:10 2016 UTC (0.010 )  Time stamp start 1476334690027991695 end 1476334690017991695  Run 310473, LB 90, lumi 126.94
Event Veto ['MiniNoiseBurst'], Thu Oct 13 04:58:11 2016 UTC-Thu Oct 13 04:58:11 2016 UTC (0.010 )  Time stamp start 1476334691667347150 end 1476334691657347150  Run 310473, LB 90, lumi 126.94
Event Veto ['MiniNoiseBurst'], Thu Oct 13 04:58:13 2016 UTC-Thu Oct 13 04:58:13 2016 UTC (0.010 )  Time stamp start 1476334693159201485 end 1476334693149201485  Run 310473, LB 90, lumi 126.94
Event Veto ['MiniNoiseBurst'], Thu Oct 13 04:58:13 2016 UTC-Thu Oct 13 04:58:13 2016 UTC (0.018 )  Time stamp start 1476334693989662035 end 1476334693972063465  Run 310473, LB 90, lumi 223.39
Event Veto ['MiniNoiseBurst'], Thu Oct 13 04:58:15 2016 UTC-Thu Oct 13 04:58:15 2016 UTC (0.010 )  Time stamp start 1476334695071771480 end 1476334695061771480  Run 310473, LB 90, lumi 126.94
Event Veto ['MiniNoiseBurst'], Thu Oct 13 04:58:15 2016 UTC-Thu Oct 13 04:58:15 2016 UTC (0.010 )  Time stamp start 1476334695554966290 end 1476334695544966290  Run 310473, LB 90, lumi 126.94
Event Veto ['MiniNoiseBurst'], Thu Oct 13 04:58:18 2016 UTC-Thu Oct 13 04:58:18 2016 UTC (0.022 )  Time stamp start 1476334698444821510 end 1476334698422983030  Run 310473, LB 90, lumi 277.21
Event Veto ['MiniNoiseBurst'], Thu Oct 13 04:58:20 2016 UTC-Thu Oct 13 04:58:20 2016 UTC (0.010 )  Time stamp start 1476334700093605575 end 1476334700083605300  Run 310473, LB 90, lumi 126.94
Event Veto ['MiniNoiseBurst'], Thu Oct 13 04:58:21 2016 UTC-Thu Oct 13 04:58:21 2016 UTC (0.010 )  Time stamp start 1476334701170064625 end 1476334701160064625  Run 310473, LB 90, lumi 126.94
Event Veto ['MiniNoiseBurst'], Thu Oct 13 04:58:21 2016 UTC-Thu Oct 13 04:58:21 2016 UTC (0.010 )  Time stamp start 1476334701780685430 end 1476334701770685430  Run 310473, LB 90, lumi 126.94
Event Veto ['MiniNoiseBurst'], Thu Oct 13 04:58:22 2016 UTC-Thu Oct 13 04:58:22 2016 UTC (0.010 )  Time stamp start 1476334702862251270 end 1476334702852251270  Run 310473, LB 90, lumi 126.94
Event Veto ['MiniNoiseBurst'], Thu Oct 13 04:58:23 2016 UTC-Thu Oct 13 04:58:23 2016 UTC (0.010 )  Time stamp start 1476334703508822925 end 1476334703498822925  Run 310473, LB 90, lumi 126.94
Event Veto ['MiniNoiseBurst'], Thu Oct 13 04:58:24 2016 UTC-Thu Oct 13 04:58:24 2016 UTC (0.010 )  Time stamp start 1476334704353235430 end 1476334704343235430  Run 310473, LB 90, lumi 126.94
Event Veto ['MiniNoiseBurst'], Thu Oct 13 04:58:24 2016 UTC-Thu Oct 13 04:58:25 2016 UTC (0.017 )  Time stamp start 1476334705009976130 end 1476334704992625990  Run 310473, LB 90, lumi 220.24
Event Veto ['MiniNoiseBurst'], Thu Oct 13 04:58:25 2016 UTC-Thu Oct 13 04:58:25 2016 UTC (0.010 )  Time stamp start 1476334705594569845 end 1476334705584569845  Run 310473, LB 90, lumi 126.94
