Warning in <TInterpreter::ReadRootmapFile>: class  UCharDbArray found in libRootCnvDict.so  is already in libStorageSvcDict.so 
Warning in <TInterpreter::ReadRootmapFile>: class  Event found in libtest_GPyTestDict.so  is already in libG4AtlasControlDict.so 
Reading event veto info from db oracle://ATLAS_COOLPROD;schema=ATLAS_COOLOFL_LAR;dbname=CONDBR2, tag LARBadChannelsOflEventVeto-RUN2-UPD4-10  Run 329964 to 329964
Reading folder /LAR/BadChannelsOfl/EventVeto from DB oracle://ATLAS_COOLPROD;schema=ATLAS_COOLOFL_LAR;dbname=CONDBR2
Data source lookup using /cvmfs/atlas.cern.ch/repo/sw/software/21.0/AtlasCore/21.0.20/InstallArea/x86_64-slc6-gcc62-opt/XML/AtlasAuthentication/dblookup.xml file
[?1034hDumping EventVeto data from run 329964 to run 329964  lasting from Tue Jul 18 03:24:44 2017 UTC to Tue Jul 18 09:36:45 2017 UTC
Event Veto ['MiniNoiseBurst'], Tue Jul 18 04:35:06 2017 UTC-Tue Jul 18 04:35:06 2017 UTC (0.001 )  Time stamp start 1500352506032070395 end 1500352506031070395  Run 329964, LB 75, lumi 0.00
Event Veto ['MiniNoiseBurst'], Tue Jul 18 04:47:26 2017 UTC-Tue Jul 18 04:47:26 2017 UTC (0.001 )  Time stamp start 1500353246026510500 end 1500353246025510500  Run 329964, LB 87, lumi 1.16
Event Veto ['NoiseBurst'], Tue Jul 18 04:48:02 2017 UTC-Tue Jul 18 04:48:02 2017 UTC (0.000 )  Time stamp start 1500353282958554105 end 1500353282958538165  Run 329964, LB 88, lumi 0.11
Event Veto ['NoiseBurst'], Tue Jul 18 04:48:02 2017 UTC-Tue Jul 18 04:48:02 2017 UTC (0.000 )  Time stamp start 1500353282983549210 end 1500353282983478975  Run 329964, LB 88, lumi 0.48
Event Veto ['MiniNoiseBurst'], Tue Jul 18 04:48:03 2017 UTC-Tue Jul 18 04:48:03 2017 UTC (0.001 )  Time stamp start 1500353283002444605 end 1500353283001358250  Run 329964, LB 88, lumi 7.47
Event Veto ['MiniNoiseBurst'], Tue Jul 18 04:48:03 2017 UTC-Tue Jul 18 04:48:03 2017 UTC (0.001 )  Time stamp start 1500353283022030510 end 1500353283020978115  Run 329964, LB 88, lumi 7.24
Event Veto ['NoiseBurst'], Tue Jul 18 04:48:03 2017 UTC-Tue Jul 18 04:48:03 2017 UTC (0.000 )  Time stamp start 1500353283081587850 end 1500353283081579020  Run 329964, LB 88, lumi 0.06
Event Veto ['NoiseBurst'], Tue Jul 18 04:48:03 2017 UTC-Tue Jul 18 04:48:03 2017 UTC (0.000 )  Time stamp start 1500353283119894845 end 1500353283119894720  Run 329964, LB 88, lumi 0.00
Event Veto ['MiniNoiseBurst'], Tue Jul 18 04:48:06 2017 UTC-Tue Jul 18 04:48:06 2017 UTC (0.001 )  Time stamp start 1500353286716365900 end 1500353286715262675  Run 329964, LB 88, lumi 7.59
Event Veto ['MiniNoiseBurst'], Tue Jul 18 04:48:31 2017 UTC-Tue Jul 18 04:48:31 2017 UTC (0.001 )  Time stamp start 1500353311052240360 end 1500353311051239710  Run 329964, LB 88, lumi 6.88
Event Veto ['MiniNoiseBurst'], Tue Jul 18 04:48:46 2017 UTC-Tue Jul 18 04:48:46 2017 UTC (0.001 )  Time stamp start 1500353326107234090 end 1500353326106234090  Run 329964, LB 89, lumi 10.89
Event Veto ['MiniNoiseBurst'], Tue Jul 18 04:49:18 2017 UTC-Tue Jul 18 04:49:18 2017 UTC (0.001 )  Time stamp start 1500353358450109530 end 1500353358449109530  Run 329964, LB 89, lumi 10.89
Event Veto ['MiniNoiseBurst'], Tue Jul 18 04:49:21 2017 UTC-Tue Jul 18 04:49:21 2017 UTC (0.001 )  Time stamp start 1500353361597378870 end 1500353361596378870  Run 329964, LB 89, lumi 10.89
Event Veto ['MiniNoiseBurst'], Tue Jul 18 04:49:21 2017 UTC-Tue Jul 18 04:49:21 2017 UTC (0.001 )  Time stamp start 1500353361785647145 end 1500353361784647145  Run 329964, LB 89, lumi 10.89
Event Veto ['MiniNoiseBurst'], Tue Jul 18 04:50:55 2017 UTC-Tue Jul 18 04:50:55 2017 UTC (0.001 )  Time stamp start 1500353455734046770 end 1500353455733046770  Run 329964, LB 91, lumi 12.31
Event Veto ['MiniNoiseBurst'], Tue Jul 18 04:51:15 2017 UTC-Tue Jul 18 04:51:15 2017 UTC (0.001 )  Time stamp start 1500353475010508645 end 1500353475009508645  Run 329964, LB 91, lumi 12.31
Event Veto ['MiniNoiseBurst'], Tue Jul 18 04:51:27 2017 UTC-Tue Jul 18 04:51:27 2017 UTC (0.001 )  Time stamp start 1500353487046576325 end 1500353487045576325  Run 329964, LB 91, lumi 12.31
Event Veto ['MiniNoiseBurst'], Tue Jul 18 04:55:44 2017 UTC-Tue Jul 18 04:55:44 2017 UTC (0.001 )  Time stamp start 1500353744313559220 end 1500353744312559220  Run 329964, LB 96, lumi 12.65
Event Veto ['MiniNoiseBurst'], Tue Jul 18 04:55:45 2017 UTC-Tue Jul 18 04:55:45 2017 UTC (0.001 )  Time stamp start 1500353745586605520 end 1500353745585605520  Run 329964, LB 96, lumi 12.65
Event Veto ['MiniNoiseBurst'], Tue Jul 18 04:55:46 2017 UTC-Tue Jul 18 04:55:46 2017 UTC (0.001 )  Time stamp start 1500353746251852395 end 1500353746250852395  Run 329964, LB 96, lumi 12.65
Event Veto ['MiniNoiseBurst'], Tue Jul 18 04:55:47 2017 UTC-Tue Jul 18 04:55:47 2017 UTC (0.001 )  Time stamp start 1500353747541167345 end 1500353747540167345  Run 329964, LB 96, lumi 12.65
Event Veto ['MiniNoiseBurst'], Tue Jul 18 04:55:49 2017 UTC-Tue Jul 18 04:55:49 2017 UTC (0.000 )  Time stamp start 1500353749487839310 end 1500353749487739310  Run 329964, LB 96, lumi 1.27
Event Veto ['MiniNoiseBurst'], Tue Jul 18 04:55:50 2017 UTC-Tue Jul 18 04:55:50 2017 UTC (0.001 )  Time stamp start 1500353750403983505 end 1500353750402983505  Run 329964, LB 96, lumi 12.65
Event Veto ['MiniNoiseBurst'], Tue Jul 18 04:55:52 2017 UTC-Tue Jul 18 04:55:52 2017 UTC (0.001 )  Time stamp start 1500353752207846360 end 1500353752206846360  Run 329964, LB 96, lumi 12.65
Event Veto ['MiniNoiseBurst'], Tue Jul 18 04:55:52 2017 UTC-Tue Jul 18 04:55:52 2017 UTC (0.001 )  Time stamp start 1500353752999532630 end 1500353752998532630  Run 329964, LB 96, lumi 12.65
Event Veto ['MiniNoiseBurst'], Tue Jul 18 04:55:53 2017 UTC-Tue Jul 18 04:55:53 2017 UTC (0.001 )  Time stamp start 1500353753512656365 end 1500353753511656365  Run 329964, LB 96, lumi 12.65
Event Veto ['MiniNoiseBurst'], Tue Jul 18 04:55:54 2017 UTC-Tue Jul 18 04:55:54 2017 UTC (0.001 )  Time stamp start 1500353754864206770 end 1500353754863206770  Run 329964, LB 96, lumi 12.65
Event Veto ['MiniNoiseBurst'], Tue Jul 18 04:55:56 2017 UTC-Tue Jul 18 04:55:56 2017 UTC (0.001 )  Time stamp start 1500353756054071970 end 1500353756053071970  Run 329964, LB 96, lumi 12.65
Event Veto ['MiniNoiseBurst'], Tue Jul 18 04:55:56 2017 UTC-Tue Jul 18 04:55:56 2017 UTC (0.001 )  Time stamp start 1500353756498580150 end 1500353756497580150  Run 329964, LB 96, lumi 12.65
Event Veto ['MiniNoiseBurst'], Tue Jul 18 04:55:58 2017 UTC-Tue Jul 18 04:55:58 2017 UTC (0.001 )  Time stamp start 1500353758515559745 end 1500353758514559745  Run 329964, LB 96, lumi 12.65
Event Veto ['MiniNoiseBurst'], Tue Jul 18 04:55:59 2017 UTC-Tue Jul 18 04:55:59 2017 UTC (0.001 )  Time stamp start 1500353759767354975 end 1500353759766354975  Run 329964, LB 96, lumi 12.65
Event Veto ['MiniNoiseBurst'], Tue Jul 18 04:56:00 2017 UTC-Tue Jul 18 04:56:00 2017 UTC (0.001 )  Time stamp start 1500353760647973590 end 1500353760646973590  Run 329964, LB 96, lumi 12.65
Event Veto ['MiniNoiseBurst'], Tue Jul 18 04:56:01 2017 UTC-Tue Jul 18 04:56:01 2017 UTC (0.001 )  Time stamp start 1500353761105591165 end 1500353761104591165  Run 329964, LB 96, lumi 12.65
Event Veto ['MiniNoiseBurst'], Tue Jul 18 04:56:01 2017 UTC-Tue Jul 18 04:56:01 2017 UTC (0.000 )  Time stamp start 1500353761985593335 end 1500353761985493335  Run 329964, LB 96, lumi 1.27
Event Veto ['MiniNoiseBurst'], Tue Jul 18 04:56:03 2017 UTC-Tue Jul 18 04:56:03 2017 UTC (0.000 )  Time stamp start 1500353763692825065 end 1500353763692725065  Run 329964, LB 96, lumi 1.27
Event Veto ['MiniNoiseBurst'], Tue Jul 18 04:56:04 2017 UTC-Tue Jul 18 04:56:04 2017 UTC (0.001 )  Time stamp start 1500353764711664160 end 1500353764710664160  Run 329964, LB 96, lumi 12.65
Event Veto ['MiniNoiseBurst'], Tue Jul 18 04:56:06 2017 UTC-Tue Jul 18 04:56:06 2017 UTC (0.001 )  Time stamp start 1500353766064862710 end 1500353766063862710  Run 329964, LB 96, lumi 12.65
Event Veto ['MiniNoiseBurst'], Tue Jul 18 04:56:06 2017 UTC-Tue Jul 18 04:56:06 2017 UTC (0.001 )  Time stamp start 1500353766577334135 end 1500353766576334135  Run 329964, LB 96, lumi 12.65
Event Veto ['MiniNoiseBurst'], Tue Jul 18 04:56:07 2017 UTC-Tue Jul 18 04:56:07 2017 UTC (0.002 )  Time stamp start 1500353767955830145 end 1500353767954137760  Run 329964, LB 96, lumi 21.41
Event Veto ['MiniNoiseBurst'], Tue Jul 18 04:56:09 2017 UTC-Tue Jul 18 04:56:09 2017 UTC (0.000 )  Time stamp start 1500353769365230820 end 1500353769365130820  Run 329964, LB 96, lumi 1.27
Event Veto ['MiniNoiseBurst'], Tue Jul 18 04:56:09 2017 UTC-Tue Jul 18 04:56:09 2017 UTC (0.001 )  Time stamp start 1500353769916103220 end 1500353769915103220  Run 329964, LB 96, lumi 12.65
Event Veto ['MiniNoiseBurst'], Tue Jul 18 04:56:11 2017 UTC-Tue Jul 18 04:56:11 2017 UTC (0.001 )  Time stamp start 1500353771218685205 end 1500353771217685205  Run 329964, LB 96, lumi 12.65
Event Veto ['MiniNoiseBurst'], Tue Jul 18 04:56:12 2017 UTC-Tue Jul 18 04:56:12 2017 UTC (0.000 )  Time stamp start 1500353772030000485 end 1500353772029900485  Run 329964, LB 96, lumi 1.27
Event Veto ['MiniNoiseBurst'], Tue Jul 18 04:56:14 2017 UTC-Tue Jul 18 04:56:14 2017 UTC (0.001 )  Time stamp start 1500353774019004230 end 1500353774018004230  Run 329964, LB 96, lumi 12.65
Event Veto ['MiniNoiseBurst'], Tue Jul 18 04:56:14 2017 UTC-Tue Jul 18 04:56:14 2017 UTC (0.001 )  Time stamp start 1500353774942283295 end 1500353774941283295  Run 329964, LB 96, lumi 12.65
Event Veto ['MiniNoiseBurst'], Tue Jul 18 04:56:16 2017 UTC-Tue Jul 18 04:56:16 2017 UTC (0.000 )  Time stamp start 1500353776386450110 end 1500353776386350110  Run 329964, LB 96, lumi 1.27
Event Veto ['MiniNoiseBurst'], Tue Jul 18 04:56:17 2017 UTC-Tue Jul 18 04:56:17 2017 UTC (0.001 )  Time stamp start 1500353777901373980 end 1500353777900373980  Run 329964, LB 96, lumi 12.65
Event Veto ['MiniNoiseBurst'], Tue Jul 18 04:56:18 2017 UTC-Tue Jul 18 04:56:18 2017 UTC (0.001 )  Time stamp start 1500353778497328635 end 1500353778496328635  Run 329964, LB 96, lumi 12.65
Event Veto ['MiniNoiseBurst'], Tue Jul 18 04:56:19 2017 UTC-Tue Jul 18 04:56:19 2017 UTC (0.001 )  Time stamp start 1500353779172946910 end 1500353779171946910  Run 329964, LB 96, lumi 12.65
Event Veto ['MiniNoiseBurst'], Tue Jul 18 04:56:21 2017 UTC-Tue Jul 18 04:56:21 2017 UTC (0.001 )  Time stamp start 1500353781029980040 end 1500353781028980040  Run 329964, LB 96, lumi 12.65
Event Veto ['MiniNoiseBurst'], Tue Jul 18 04:56:22 2017 UTC-Tue Jul 18 04:56:22 2017 UTC (0.000 )  Time stamp start 1500353782829422680 end 1500353782829322680  Run 329964, LB 96, lumi 1.27
Event Veto ['MiniNoiseBurst'], Tue Jul 18 04:56:23 2017 UTC-Tue Jul 18 04:56:23 2017 UTC (0.001 )  Time stamp start 1500353783542078645 end 1500353783541078645  Run 329964, LB 96, lumi 12.65
Event Veto ['MiniNoiseBurst'], Tue Jul 18 04:56:24 2017 UTC-Tue Jul 18 04:56:24 2017 UTC (0.001 )  Time stamp start 1500353784364291325 end 1500353784363291325  Run 329964, LB 96, lumi 12.65
Event Veto ['MiniNoiseBurst'], Tue Jul 18 04:56:25 2017 UTC-Tue Jul 18 04:56:25 2017 UTC (0.001 )  Time stamp start 1500353785827254145 end 1500353785826254145  Run 329964, LB 96, lumi 12.65
Event Veto ['MiniNoiseBurst'], Tue Jul 18 04:56:27 2017 UTC-Tue Jul 18 04:56:27 2017 UTC (0.001 )  Time stamp start 1500353787389040730 end 1500353787388040730  Run 329964, LB 96, lumi 12.65
Event Veto ['MiniNoiseBurst'], Tue Jul 18 04:56:30 2017 UTC-Tue Jul 18 04:56:30 2017 UTC (0.001 )  Time stamp start 1500353790845176545 end 1500353790844176545  Run 329964, LB 96, lumi 12.65
