Warning in <TInterpreter::ReadRootmapFile>: class  UCharDbArray found in libRootCnvDict.so  is already in libStorageSvcDict.so 
Warning in <TInterpreter::ReadRootmapFile>: class  Event found in libtest_GPyTestDict.so  is already in libG4AtlasControlDict.so 
Reading event veto info from db oracle://ATLAS_COOLPROD;schema=ATLAS_COOLOFL_LAR;dbname=CONDBR2, tag LARBadChannelsOflEventVeto-RUN2-UPD4-10  Run 310473 to 310473
Reading folder /LAR/BadChannelsOfl/EventVeto from DB oracle://ATLAS_COOLPROD;schema=ATLAS_COOLOFL_LAR;dbname=CONDBR2
Data source lookup using /cvmfs/atlas.cern.ch/repo/sw/software/21.0/AtlasCore/21.0.20/InstallArea/x86_64-slc6-gcc62-opt/XML/AtlasAuthentication/dblookup.xml file
[?1034hDumping EventVeto data from run 310473 to run 310473  lasting from Thu Oct 13 03:34:48 2016 UTC to Thu Oct 13 12:06:59 2016 UTC
Event Veto ['MiniNoiseBurst'], Thu Oct 13 03:48:40 2016 UTC-Thu Oct 13 03:48:40 2016 UTC (0.010 )  Time stamp start 1476330520549560900 end 1476330520539559975  Run 310473, LB 16, lumi 0.00
Event Veto ['MiniNoiseBurst'], Thu Oct 13 04:01:29 2016 UTC-Thu Oct 13 04:01:29 2016 UTC (0.010 )  Time stamp start 1476331289587584910 end 1476331289577584535  Run 310473, LB 28, lumi 0.00
Event Veto ['MiniNoiseBurst'], Thu Oct 13 04:20:10 2016 UTC-Thu Oct 13 04:20:10 2016 UTC (0.010 )  Time stamp start 1476332410314740795 end 1476332410304740670  Run 310473, LB 49, lumi 0.00
Event Veto ['MiniNoiseBurst'], Thu Oct 13 04:37:52 2016 UTC-Thu Oct 13 04:37:52 2016 UTC (0.010 )  Time stamp start 1476333472815944435 end 1476333472805943490  Run 310473, LB 68, lumi 0.00
Event Veto ['NoiseBurst', 'MiniNoiseBurst'], Thu Oct 13 04:53:45 2016 UTC-Thu Oct 13 04:53:45 2016 UTC (0.010 )  Time stamp start 1476334425364818925 end 1476334425354818925  Run 310473, LB 85, lumi 0.00
Event Veto ['MiniNoiseBurst'], Thu Oct 13 04:57:37 2016 UTC-Thu Oct 13 04:57:37 2016 UTC (0.038 )  Time stamp start 1476334657271114155 end 1476334657232951330  Run 310473, LB 89, lumi 71.82
Event Veto ['MiniNoiseBurst'], Thu Oct 13 04:57:38 2016 UTC-Thu Oct 13 04:57:38 2016 UTC (0.030 )  Time stamp start 1476334658128491865 end 1476334658098685345  Run 310473, LB 89, lumi 56.10
Event Veto ['MiniNoiseBurst'], Thu Oct 13 04:57:39 2016 UTC-Thu Oct 13 04:57:39 2016 UTC (0.082 )  Time stamp start 1476334659432531755 end 1476334659350286385  Run 310473, LB 89, lumi 154.79
Event Veto ['MiniNoiseBurst'], Thu Oct 13 04:57:41 2016 UTC-Thu Oct 13 04:57:41 2016 UTC (0.033 )  Time stamp start 1476334661300667025 end 1476334661267230475  Run 310473, LB 89, lumi 62.93
Event Veto ['MiniNoiseBurst'], Thu Oct 13 04:57:42 2016 UTC-Thu Oct 13 04:57:42 2016 UTC (0.020 )  Time stamp start 1476334662476624365 end 1476334662456405090  Run 310473, LB 89, lumi 38.05
Event Veto ['MiniNoiseBurst'], Thu Oct 13 04:57:43 2016 UTC-Thu Oct 13 04:57:43 2016 UTC (0.013 )  Time stamp start 1476334663959010345 end 1476334663945533385  Run 310473, LB 89, lumi 25.36
Event Veto ['MiniNoiseBurst'], Thu Oct 13 04:57:44 2016 UTC-Thu Oct 13 04:57:44 2016 UTC (0.011 )  Time stamp start 1476334664627200115 end 1476334664616572830  Run 310473, LB 89, lumi 20.00
Event Veto ['MiniNoiseBurst'], Thu Oct 13 04:57:45 2016 UTC-Thu Oct 13 04:57:45 2016 UTC (0.010 )  Time stamp start 1476334665475791545 end 1476334665465791545  Run 310473, LB 89, lumi 18.82
Event Veto ['MiniNoiseBurst'], Thu Oct 13 04:57:46 2016 UTC-Thu Oct 13 04:57:46 2016 UTC (0.010 )  Time stamp start 1476334666414952540 end 1476334666404952540  Run 310473, LB 89, lumi 18.82
Event Veto ['MiniNoiseBurst'], Thu Oct 13 04:57:47 2016 UTC-Thu Oct 13 04:57:47 2016 UTC (0.010 )  Time stamp start 1476334667559083610 end 1476334667549083610  Run 310473, LB 89, lumi 18.82
