Warning in <TInterpreter::ReadRootmapFile>: class  UCharDbArray found in libRootCnvDict.so  is already in libStorageSvcDict.so 
Warning in <TInterpreter::ReadRootmapFile>: class  Event found in libtest_GPyTestDict.so  is already in libG4AtlasControlDict.so 
Reading event veto info from db oracle://ATLAS_COOLPROD;schema=ATLAS_COOLOFL_LAR;dbname=CONDBR2, tag LARBadChannelsOflEventVeto-RUN2-UPD4-10  Run 329964 to 329964
Reading folder /LAR/BadChannelsOfl/EventVeto from DB oracle://ATLAS_COOLPROD;schema=ATLAS_COOLOFL_LAR;dbname=CONDBR2
Data source lookup using /cvmfs/atlas.cern.ch/repo/sw/software/21.0/AtlasCore/21.0.20/InstallArea/x86_64-slc6-gcc62-opt/XML/AtlasAuthentication/dblookup.xml file
[?1034hDumping EventVeto data from run 329964 to run 329964  lasting from Tue Jul 18 03:24:44 2017 UTC to Tue Jul 18 09:36:45 2017 UTC
Event Veto ['MiniNoiseBurst'], Tue Jul 18 04:48:02 2017 UTC-Tue Jul 18 04:48:02 2017 UTC (0.001 )  Time stamp start 1500353282972375920 end 1500353282971188390  Run 329964, LB 88, lumi 8.17
Event Veto ['MiniNoiseBurst'], Tue Jul 18 04:48:02 2017 UTC-Tue Jul 18 04:48:02 2017 UTC (0.001 )  Time stamp start 1500353282993610995 end 1500353282992610995  Run 329964, LB 88, lumi 6.88
Event Veto ['NoiseBurst'], Tue Jul 18 04:48:03 2017 UTC-Tue Jul 18 04:48:03 2017 UTC (0.000 )  Time stamp start 1500353283008534930 end 1500353283008521580  Run 329964, LB 88, lumi 0.09
Event Veto ['NoiseBurst'], Tue Jul 18 04:48:03 2017 UTC-Tue Jul 18 04:48:03 2017 UTC (0.000 )  Time stamp start 1500353283023606275 end 1500353283023604005  Run 329964, LB 88, lumi 0.02
Event Veto ['NoiseBurst'], Tue Jul 18 04:48:03 2017 UTC-Tue Jul 18 04:48:03 2017 UTC (0.000 )  Time stamp start 1500353283035231050 end 1500353283035187585  Run 329964, LB 88, lumi 0.30
Event Veto ['NoiseBurst'], Tue Jul 18 04:48:03 2017 UTC-Tue Jul 18 04:48:03 2017 UTC (0.000 )  Time stamp start 1500353283168715910 end 1500353283168715060  Run 329964, LB 88, lumi 0.01
Event Veto ['NoiseBurst'], Tue Jul 18 04:51:27 2017 UTC-Tue Jul 18 04:51:27 2017 UTC (0.000 )  Time stamp start 1500353487074543660 end 1500353487074530685  Run 329964, LB 91, lumi 0.16
Event Veto ['MiniNoiseBurst'], Tue Jul 18 04:53:42 2017 UTC-Tue Jul 18 04:53:42 2017 UTC (0.001 )  Time stamp start 1500353622797677680 end 1500353622796677680  Run 329964, LB 93, lumi 12.72
Event Veto ['MiniNoiseBurst'], Tue Jul 18 04:54:49 2017 UTC-Tue Jul 18 04:54:49 2017 UTC (0.001 )  Time stamp start 1500353689889867025 end 1500353689888867025  Run 329964, LB 95, lumi 12.69
Event Veto ['MiniNoiseBurst'], Tue Jul 18 04:56:37 2017 UTC-Tue Jul 18 04:56:37 2017 UTC (0.001 )  Time stamp start 1500353797014488830 end 1500353797013488830  Run 329964, LB 96, lumi 12.65
Event Veto ['MiniNoiseBurst'], Tue Jul 18 04:56:38 2017 UTC-Tue Jul 18 04:56:38 2017 UTC (0.000 )  Time stamp start 1500353798228252430 end 1500353798228152430  Run 329964, LB 96, lumi 1.27
Event Veto ['MiniNoiseBurst'], Tue Jul 18 04:56:39 2017 UTC-Tue Jul 18 04:56:39 2017 UTC (0.001 )  Time stamp start 1500353799104178950 end 1500353799103178950  Run 329964, LB 96, lumi 12.65
Event Veto ['MiniNoiseBurst'], Tue Jul 18 04:56:39 2017 UTC-Tue Jul 18 04:56:39 2017 UTC (0.001 )  Time stamp start 1500353799705194240 end 1500353799704194240  Run 329964, LB 96, lumi 12.65
Event Veto ['MiniNoiseBurst'], Tue Jul 18 04:56:40 2017 UTC-Tue Jul 18 04:56:40 2017 UTC (0.001 )  Time stamp start 1500353800734795345 end 1500353800733795345  Run 329964, LB 96, lumi 12.65
Event Veto ['MiniNoiseBurst'], Tue Jul 18 04:56:41 2017 UTC-Tue Jul 18 04:56:41 2017 UTC (0.001 )  Time stamp start 1500353801807019750 end 1500353801806019750  Run 329964, LB 96, lumi 12.65
Event Veto ['MiniNoiseBurst'], Tue Jul 18 04:56:42 2017 UTC-Tue Jul 18 04:56:42 2017 UTC (0.001 )  Time stamp start 1500353802352052465 end 1500353802351052465  Run 329964, LB 96, lumi 12.65
Event Veto ['MiniNoiseBurst'], Tue Jul 18 04:56:44 2017 UTC-Tue Jul 18 04:56:44 2017 UTC (0.000 )  Time stamp start 1500353804104581430 end 1500353804104481430  Run 329964, LB 97, lumi 1.26
Event Veto ['MiniNoiseBurst'], Tue Jul 18 04:56:46 2017 UTC-Tue Jul 18 04:56:46 2017 UTC (0.001 )  Time stamp start 1500353806002058100 end 1500353806001058100  Run 329964, LB 97, lumi 12.61
Event Veto ['MiniNoiseBurst'], Tue Jul 18 04:56:47 2017 UTC-Tue Jul 18 04:56:47 2017 UTC (0.001 )  Time stamp start 1500353807104983815 end 1500353807103983815  Run 329964, LB 97, lumi 12.61
Event Veto ['MiniNoiseBurst'], Tue Jul 18 04:56:48 2017 UTC-Tue Jul 18 04:56:48 2017 UTC (0.001 )  Time stamp start 1500353808646098335 end 1500353808645098335  Run 329964, LB 97, lumi 12.61
Event Veto ['MiniNoiseBurst'], Tue Jul 18 04:56:49 2017 UTC-Tue Jul 18 04:56:49 2017 UTC (0.001 )  Time stamp start 1500353809692745915 end 1500353809691745915  Run 329964, LB 97, lumi 12.61
Event Veto ['MiniNoiseBurst'], Tue Jul 18 04:56:52 2017 UTC-Tue Jul 18 04:56:52 2017 UTC (0.001 )  Time stamp start 1500353812093729095 end 1500353812092729095  Run 329964, LB 97, lumi 12.61
Event Veto ['MiniNoiseBurst'], Tue Jul 18 04:56:52 2017 UTC-Tue Jul 18 04:56:52 2017 UTC (0.001 )  Time stamp start 1500353812941023805 end 1500353812940023805  Run 329964, LB 97, lumi 12.61
Event Veto ['MiniNoiseBurst'], Tue Jul 18 04:56:55 2017 UTC-Tue Jul 18 04:56:55 2017 UTC (0.000 )  Time stamp start 1500353815264792170 end 1500353815264692170  Run 329964, LB 97, lumi 1.26
Event Veto ['MiniNoiseBurst'], Tue Jul 18 04:56:56 2017 UTC-Tue Jul 18 04:56:56 2017 UTC (0.001 )  Time stamp start 1500353816137664690 end 1500353816136664690  Run 329964, LB 97, lumi 12.61
Event Veto ['MiniNoiseBurst'], Tue Jul 18 04:56:57 2017 UTC-Tue Jul 18 04:56:57 2017 UTC (0.001 )  Time stamp start 1500353817043943075 end 1500353817042943075  Run 329964, LB 97, lumi 12.61
Event Veto ['MiniNoiseBurst'], Tue Jul 18 04:56:59 2017 UTC-Tue Jul 18 04:56:59 2017 UTC (0.000 )  Time stamp start 1500353819200471095 end 1500353819200371095  Run 329964, LB 97, lumi 1.26
Event Veto ['MiniNoiseBurst'], Tue Jul 18 04:57:00 2017 UTC-Tue Jul 18 04:57:00 2017 UTC (0.001 )  Time stamp start 1500353820032480445 end 1500353820031480445  Run 329964, LB 97, lumi 12.61
Event Veto ['MiniNoiseBurst'], Tue Jul 18 04:57:01 2017 UTC-Tue Jul 18 04:57:01 2017 UTC (0.001 )  Time stamp start 1500353821061379165 end 1500353821060379165  Run 329964, LB 97, lumi 12.61
Event Veto ['MiniNoiseBurst'], Tue Jul 18 04:57:12 2017 UTC-Tue Jul 18 04:57:12 2017 UTC (0.001 )  Time stamp start 1500353832113442370 end 1500353832112442370  Run 329964, LB 97, lumi 12.61
Event Veto ['MiniNoiseBurst'], Tue Jul 18 04:57:13 2017 UTC-Tue Jul 18 04:57:13 2017 UTC (0.001 )  Time stamp start 1500353833373071855 end 1500353833372071855  Run 329964, LB 97, lumi 12.61
Event Veto ['MiniNoiseBurst'], Tue Jul 18 04:57:14 2017 UTC-Tue Jul 18 04:57:14 2017 UTC (0.001 )  Time stamp start 1500353834522334590 end 1500353834521334590  Run 329964, LB 97, lumi 12.61
Event Veto ['MiniNoiseBurst'], Tue Jul 18 04:57:16 2017 UTC-Tue Jul 18 04:57:16 2017 UTC (0.001 )  Time stamp start 1500353836329514570 end 1500353836328514570  Run 329964, LB 97, lumi 12.61
Event Veto ['MiniNoiseBurst'], Tue Jul 18 04:57:18 2017 UTC-Tue Jul 18 04:57:18 2017 UTC (0.001 )  Time stamp start 1500353838264155675 end 1500353838263155675  Run 329964, LB 97, lumi 12.61
Event Veto ['MiniNoiseBurst'], Tue Jul 18 04:57:19 2017 UTC-Tue Jul 18 04:57:19 2017 UTC (0.001 )  Time stamp start 1500353839227063780 end 1500353839226063780  Run 329964, LB 97, lumi 12.61
Event Veto ['MiniNoiseBurst'], Tue Jul 18 04:57:20 2017 UTC-Tue Jul 18 04:57:20 2017 UTC (0.000 )  Time stamp start 1500353840709109385 end 1500353840709009385  Run 329964, LB 97, lumi 1.26
Event Veto ['MiniNoiseBurst'], Tue Jul 18 04:57:23 2017 UTC-Tue Jul 18 04:57:23 2017 UTC (0.001 )  Time stamp start 1500353843102381930 end 1500353843101381930  Run 329964, LB 97, lumi 12.61
Event Veto ['MiniNoiseBurst'], Tue Jul 18 04:57:24 2017 UTC-Tue Jul 18 04:57:24 2017 UTC (0.001 )  Time stamp start 1500353844530878395 end 1500353844529878395  Run 329964, LB 97, lumi 12.61
Event Veto ['MiniNoiseBurst'], Tue Jul 18 04:57:25 2017 UTC-Tue Jul 18 04:57:25 2017 UTC (0.000 )  Time stamp start 1500353845824717275 end 1500353845824617275  Run 329964, LB 97, lumi 1.26
Event Veto ['MiniNoiseBurst'], Tue Jul 18 04:57:26 2017 UTC-Tue Jul 18 04:57:26 2017 UTC (0.001 )  Time stamp start 1500353846384029265 end 1500353846383029265  Run 329964, LB 97, lumi 12.61
Event Veto ['MiniNoiseBurst'], Tue Jul 18 04:57:28 2017 UTC-Tue Jul 18 04:57:28 2017 UTC (0.001 )  Time stamp start 1500353848023759215 end 1500353848022759215  Run 329964, LB 97, lumi 12.61
Event Veto ['MiniNoiseBurst'], Tue Jul 18 04:57:30 2017 UTC-Tue Jul 18 04:57:30 2017 UTC (0.001 )  Time stamp start 1500353850154262755 end 1500353850153262755  Run 329964, LB 97, lumi 12.61
Event Veto ['MiniNoiseBurst'], Tue Jul 18 04:57:31 2017 UTC-Tue Jul 18 04:57:31 2017 UTC (0.000 )  Time stamp start 1500353851790557275 end 1500353851790457275  Run 329964, LB 97, lumi 1.26
Event Veto ['MiniNoiseBurst'], Tue Jul 18 04:57:33 2017 UTC-Tue Jul 18 04:57:33 2017 UTC (0.001 )  Time stamp start 1500353853869468890 end 1500353853868468890  Run 329964, LB 97, lumi 12.61
Event Veto ['MiniNoiseBurst'], Tue Jul 18 04:57:35 2017 UTC-Tue Jul 18 04:57:35 2017 UTC (0.001 )  Time stamp start 1500353855969057315 end 1500353855968057315  Run 329964, LB 97, lumi 12.61
Event Veto ['MiniNoiseBurst'], Tue Jul 18 04:57:37 2017 UTC-Tue Jul 18 04:57:37 2017 UTC (0.001 )  Time stamp start 1500353857695581210 end 1500353857694581210  Run 329964, LB 97, lumi 12.61
