Warning in <TInterpreter::ReadRootmapFile>: class  UCharDbArray found in libRootCnvDict.so  is already in libStorageSvcDict.so 
Warning in <TInterpreter::ReadRootmapFile>: class  Event found in libtest_GPyTestDict.so  is already in libG4AtlasControlDict.so 
Reading event veto info from db oracle://ATLAS_COOLPROD;schema=ATLAS_COOLOFL_LAR;dbname=CONDBR2, tag LARBadChannelsOflEventVeto-RUN2-UPD4-10  Run 304431 to 304431
Reading folder /LAR/BadChannelsOfl/EventVeto from DB oracle://ATLAS_COOLPROD;schema=ATLAS_COOLOFL_LAR;dbname=CONDBR2
Data source lookup using /cvmfs/atlas.cern.ch/repo/sw/software/21.0/AtlasCore/21.0.20/InstallArea/x86_64-slc6-gcc62-opt/XML/AtlasAuthentication/dblookup.xml file
Dumping EventVeto data from run 304431 to run 304431  lasting from Sun Jul 24 20:34:51 2016 UTC to Mon Jul 25 05:56:42 2016 UTC
Event Veto ['MiniNoiseBurst'], Sun Jul 24 20:49:51 2016 UTC-Sun Jul 24 20:49:51 2016 UTC (0.001 )  Time stamp start 1469393391353658235 end 1469393391352657135  Run 304431, LB 16, lumi 0.00
Event Veto ['MiniNoiseBurst'], Mon Jul 25 01:21:26 2016 UTC-Mon Jul 25 01:21:26 2016 UTC (0.001 )  Time stamp start 1469409686844133220 end 1469409686843133220  Run 304431, LB 290, lumi 11.46
Event Veto ['NoiseBurst'], Mon Jul 25 01:21:28 2016 UTC-Mon Jul 25 01:21:28 2016 UTC (0.010 )  Time stamp start 1469409688912099360 end 1469409688901890650  Run 304431, LB 290, lumi 117.04
Event Veto ['MiniNoiseBurst'], Mon Jul 25 01:21:34 2016 UTC-Mon Jul 25 01:21:34 2016 UTC (0.001 )  Time stamp start 1469409694840131225 end 1469409694839129855  Run 304431, LB 290, lumi 11.48
Event Veto ['MiniNoiseBurst'], Mon Jul 25 01:21:38 2016 UTC-Mon Jul 25 01:21:38 2016 UTC (0.001 )  Time stamp start 1469409698921610825 end 1469409698920610375  Run 304431, LB 290, lumi 11.47
Event Veto ['NoiseBurst'], Mon Jul 25 01:21:39 2016 UTC-Mon Jul 25 01:21:39 2016 UTC (0.010 )  Time stamp start 1469409699483800970 end 1469409699473781410  Run 304431, LB 290, lumi 114.87
Event Veto ['NoiseBurst'], Mon Jul 25 01:21:42 2016 UTC-Mon Jul 25 01:21:42 2016 UTC (0.010 )  Time stamp start 1469409702560232200 end 1469409702550231875  Run 304431, LB 290, lumi 114.65
Event Veto ['MiniNoiseBurst'], Mon Jul 25 01:21:42 2016 UTC-Mon Jul 25 01:21:42 2016 UTC (0.001 )  Time stamp start 1469409702887480775 end 1469409702886479600  Run 304431, LB 290, lumi 11.48
Event Veto ['NoiseBurst'], Mon Jul 25 01:21:53 2016 UTC-Mon Jul 25 01:21:53 2016 UTC (0.010 )  Time stamp start 1469409713342661865 end 1469409713332465500  Run 304431, LB 290, lumi 116.90
Event Veto ['MiniNoiseBurst'], Mon Jul 25 01:22:02 2016 UTC-Mon Jul 25 01:22:02 2016 UTC (0.001 )  Time stamp start 1469409722709802470 end 1469409722708802470  Run 304431, LB 290, lumi 11.46
Event Veto ['MiniNoiseBurst'], Mon Jul 25 01:22:06 2016 UTC-Mon Jul 25 01:22:06 2016 UTC (0.001 )  Time stamp start 1469409726659635455 end 1469409726658635005  Run 304431, LB 290, lumi 11.47
Event Veto ['NoiseBurst'], Mon Jul 25 01:22:06 2016 UTC-Mon Jul 25 01:22:06 2016 UTC (0.010 )  Time stamp start 1469409726948232860 end 1469409726938232060  Run 304431, LB 290, lumi 114.66
Event Veto ['NoiseBurst'], Mon Jul 25 01:22:09 2016 UTC-Mon Jul 25 01:22:09 2016 UTC (0.010 )  Time stamp start 1469409729645416145 end 1469409729635414125  Run 304431, LB 290, lumi 114.67
Event Veto ['MiniNoiseBurst'], Mon Jul 25 01:22:10 2016 UTC-Mon Jul 25 01:22:10 2016 UTC (0.001 )  Time stamp start 1469409730818265935 end 1469409730817265810  Run 304431, LB 290, lumi 11.47
Event Veto ['MiniNoiseBurst'], Mon Jul 25 01:22:15 2016 UTC-Mon Jul 25 01:22:15 2016 UTC (0.001 )  Time stamp start 1469409735270803150 end 1469409735269803150  Run 304431, LB 290, lumi 11.46
Event Veto ['MiniNoiseBurst'], Mon Jul 25 01:22:27 2016 UTC-Mon Jul 25 01:22:27 2016 UTC (0.001 )  Time stamp start 1469409747555180945 end 1469409747554180445  Run 304431, LB 291, lumi 11.04
Event Veto ['MiniNoiseBurst'], Mon Jul 25 01:23:12 2016 UTC-Mon Jul 25 01:23:12 2016 UTC (0.001 )  Time stamp start 1469409792338448800 end 1469409792337448800  Run 304431, LB 291, lumi 11.04
Event Veto ['MiniNoiseBurst'], Mon Jul 25 01:23:40 2016 UTC-Mon Jul 25 01:23:40 2016 UTC (0.001 )  Time stamp start 1469409820294930975 end 1469409820293930975  Run 304431, LB 292, lumi 11.05
Event Veto ['MiniNoiseBurst'], Mon Jul 25 01:23:48 2016 UTC-Mon Jul 25 01:23:48 2016 UTC (0.001 )  Time stamp start 1469409828649901905 end 1469409828648900335  Run 304431, LB 292, lumi 11.07
Event Veto ['MiniNoiseBurst'], Mon Jul 25 01:23:56 2016 UTC-Mon Jul 25 01:23:56 2016 UTC (0.001 )  Time stamp start 1469409836883106970 end 1469409836882105920  Run 304431, LB 292, lumi 11.06
Event Veto ['MiniNoiseBurst'], Mon Jul 25 01:24:54 2016 UTC-Mon Jul 25 01:24:54 2016 UTC (0.001 )  Time stamp start 1469409894830203630 end 1469409894829203630  Run 304431, LB 294, lumi 11.72
Event Veto ['MiniNoiseBurst'], Mon Jul 25 01:25:09 2016 UTC-Mon Jul 25 01:25:09 2016 UTC (0.001 )  Time stamp start 1469409909618251615 end 1469409909617251615  Run 304431, LB 294, lumi 11.72
Event Veto ['MiniNoiseBurst'], Mon Jul 25 01:25:10 2016 UTC-Mon Jul 25 01:25:10 2016 UTC (0.001 )  Time stamp start 1469409910477263555 end 1469409910476263555  Run 304431, LB 294, lumi 11.72
Event Veto ['MiniNoiseBurst'], Mon Jul 25 01:25:18 2016 UTC-Mon Jul 25 01:25:18 2016 UTC (0.001 )  Time stamp start 1469409918066521495 end 1469409918065521495  Run 304431, LB 294, lumi 11.72
Event Veto ['MiniNoiseBurst'], Mon Jul 25 01:25:48 2016 UTC-Mon Jul 25 01:25:48 2016 UTC (0.001 )  Time stamp start 1469409948716222160 end 1469409948715222160  Run 304431, LB 295, lumi 12.03
Event Veto ['MiniNoiseBurst'], Mon Jul 25 01:25:52 2016 UTC-Mon Jul 25 01:25:52 2016 UTC (0.001 )  Time stamp start 1469409952625284220 end 1469409952624284220  Run 304431, LB 295, lumi 12.03
Event Veto ['MiniNoiseBurst'], Mon Jul 25 01:26:00 2016 UTC-Mon Jul 25 01:26:00 2016 UTC (0.001 )  Time stamp start 1469409960241693950 end 1469409960240693950  Run 304431, LB 295, lumi 12.03
Event Veto ['MiniNoiseBurst'], Mon Jul 25 01:26:07 2016 UTC-Mon Jul 25 01:26:07 2016 UTC (0.001 )  Time stamp start 1469409967403621055 end 1469409967402621055  Run 304431, LB 295, lumi 12.03
Event Veto ['MiniNoiseBurst'], Mon Jul 25 01:26:14 2016 UTC-Mon Jul 25 01:26:14 2016 UTC (0.001 )  Time stamp start 1469409974347968975 end 1469409974346968725  Run 304431, LB 295, lumi 12.03
Event Veto ['MiniNoiseBurst'], Mon Jul 25 01:26:22 2016 UTC-Mon Jul 25 01:26:22 2016 UTC (0.001 )  Time stamp start 1469409982193243255 end 1469409982192242855  Run 304431, LB 295, lumi 12.03
Event Veto ['MiniNoiseBurst'], Mon Jul 25 01:26:50 2016 UTC-Mon Jul 25 01:26:50 2016 UTC (0.001 )  Time stamp start 1469410010146307105 end 1469410010145306860  Run 304431, LB 296, lumi 12.02
Event Veto ['MiniNoiseBurst'], Mon Jul 25 01:26:53 2016 UTC-Mon Jul 25 01:26:53 2016 UTC (0.001 )  Time stamp start 1469410013929613770 end 1469410013928613770  Run 304431, LB 296, lumi 12.02
Event Veto ['MiniNoiseBurst'], Mon Jul 25 01:27:09 2016 UTC-Mon Jul 25 01:27:09 2016 UTC (0.001 )  Time stamp start 1469410029362792340 end 1469410029361792215  Run 304431, LB 296, lumi 12.02
Event Veto ['MiniNoiseBurst'], Mon Jul 25 01:27:17 2016 UTC-Mon Jul 25 01:27:17 2016 UTC (0.001 )  Time stamp start 1469410037726854450 end 1469410037725854450  Run 304431, LB 296, lumi 12.02
Event Veto ['NoiseBurst'], Mon Jul 25 01:27:18 2016 UTC-Mon Jul 25 01:27:18 2016 UTC (0.010 )  Time stamp start 1469410038489389975 end 1469410038479297980  Run 304431, LB 296, lumi 121.30
Event Veto ['MiniNoiseBurst'], Mon Jul 25 01:27:32 2016 UTC-Mon Jul 25 01:27:32 2016 UTC (0.001 )  Time stamp start 1469410052126839920 end 1469410052125839920  Run 304431, LB 296, lumi 12.02
Event Veto ['DataCorruption'], Mon Jul 25 01:27:53 2016 UTC-Mon Jul 25 01:27:54 2016 UTC (0.500 )  Time stamp start 1469410074487949440 end 1469410073987949440  Run 304431, LB 297, lumi 6000.59
Event Veto ['MiniNoiseBurst'], Mon Jul 25 01:27:59 2016 UTC-Mon Jul 25 01:27:59 2016 UTC (0.001 )  Time stamp start 1469410079884050345 end 1469410079883050345  Run 304431, LB 297, lumi 12.00
Event Veto ['NoiseBurst'], Mon Jul 25 01:28:06 2016 UTC-Mon Jul 25 01:28:06 2016 UTC (0.010 )  Time stamp start 1469410086840060275 end 1469410086830005585  Run 304431, LB 297, lumi 120.67
Event Veto ['MiniNoiseBurst'], Mon Jul 25 01:28:11 2016 UTC-Mon Jul 25 01:28:11 2016 UTC (0.001 )  Time stamp start 1469410091479015260 end 1469410091478015260  Run 304431, LB 297, lumi 12.00
Event Veto ['MiniNoiseBurst'], Mon Jul 25 01:28:15 2016 UTC-Mon Jul 25 01:28:15 2016 UTC (0.001 )  Time stamp start 1469410095386351470 end 1469410095385351470  Run 304431, LB 297, lumi 12.00
Event Veto ['MiniNoiseBurst'], Mon Jul 25 01:28:23 2016 UTC-Mon Jul 25 01:28:23 2016 UTC (0.001 )  Time stamp start 1469410103278428180 end 1469410103277428180  Run 304431, LB 297, lumi 12.00
Event Veto ['MiniNoiseBurst'], Mon Jul 25 01:28:57 2016 UTC-Mon Jul 25 01:28:57 2016 UTC (0.001 )  Time stamp start 1469410137581799975 end 1469410137580799975  Run 304431, LB 298, lumi 11.98
Event Veto ['MiniNoiseBurst'], Mon Jul 25 01:29:09 2016 UTC-Mon Jul 25 01:29:09 2016 UTC (0.001 )  Time stamp start 1469410149039322395 end 1469410149038322395  Run 304431, LB 298, lumi 11.98
Event Veto ['MiniNoiseBurst'], Mon Jul 25 01:29:15 2016 UTC-Mon Jul 25 01:29:15 2016 UTC (0.001 )  Time stamp start 1469410155644922860 end 1469410155643922860  Run 304431, LB 298, lumi 11.98
Event Veto ['MiniNoiseBurst'], Mon Jul 25 01:29:34 2016 UTC-Mon Jul 25 01:29:34 2016 UTC (0.001 )  Time stamp start 1469410174891823720 end 1469410174890823720  Run 304431, LB 298, lumi 11.98
Event Veto ['NoiseBurst'], Mon Jul 25 01:29:46 2016 UTC-Mon Jul 25 01:29:46 2016 UTC (0.010 )  Time stamp start 1469410186780503805 end 1469410186770167795  Run 304431, LB 299, lumi 123.55
Event Veto ['MiniNoiseBurst'], Mon Jul 25 01:29:54 2016 UTC-Mon Jul 25 01:29:54 2016 UTC (0.001 )  Time stamp start 1469410194327927480 end 1469410194326927180  Run 304431, LB 299, lumi 11.96
Event Veto ['MiniNoiseBurst'], Mon Jul 25 01:29:58 2016 UTC-Mon Jul 25 01:29:58 2016 UTC (0.001 )  Time stamp start 1469410198228937160 end 1469410198227937160  Run 304431, LB 299, lumi 11.95
Event Veto ['MiniNoiseBurst'], Mon Jul 25 01:30:02 2016 UTC-Mon Jul 25 01:30:02 2016 UTC (0.001 )  Time stamp start 1469410202443147730 end 1469410202442147730  Run 304431, LB 299, lumi 11.95
Event Veto ['MiniNoiseBurst'], Mon Jul 25 01:30:06 2016 UTC-Mon Jul 25 01:30:06 2016 UTC (0.001 )  Time stamp start 1469410206962150800 end 1469410206961150800  Run 304431, LB 299, lumi 11.95
Event Veto ['MiniNoiseBurst'], Mon Jul 25 01:30:10 2016 UTC-Mon Jul 25 01:30:10 2016 UTC (0.001 )  Time stamp start 1469410210858730550 end 1469410210857729400  Run 304431, LB 299, lumi 11.97
Event Veto ['MiniNoiseBurst'], Mon Jul 25 01:30:22 2016 UTC-Mon Jul 25 01:30:22 2016 UTC (0.001 )  Time stamp start 1469410222481578090 end 1469410222480577715  Run 304431, LB 299, lumi 11.96
Event Veto ['MiniNoiseBurst'], Mon Jul 25 01:30:49 2016 UTC-Mon Jul 25 01:30:49 2016 UTC (0.001 )  Time stamp start 1469410249146266455 end 1469410249145266255  Run 304431, LB 300, lumi 11.93
Event Veto ['NoiseBurst'], Mon Jul 25 01:30:49 2016 UTC-Mon Jul 25 01:30:49 2016 UTC (0.010 )  Time stamp start 1469410249164978100 end 1469410249154977475  Run 304431, LB 300, lumi 119.31
Event Veto ['MiniNoiseBurst'], Mon Jul 25 01:30:53 2016 UTC-Mon Jul 25 01:30:53 2016 UTC (0.001 )  Time stamp start 1469410253018065455 end 1469410253017065455  Run 304431, LB 300, lumi 11.93
Event Veto ['MiniNoiseBurst'], Mon Jul 25 01:30:56 2016 UTC-Mon Jul 25 01:30:56 2016 UTC (0.001 )  Time stamp start 1469410256770324865 end 1469410256769324865  Run 304431, LB 300, lumi 11.93
Event Veto ['MiniNoiseBurst'], Mon Jul 25 01:30:58 2016 UTC-Mon Jul 25 01:30:58 2016 UTC (0.001 )  Time stamp start 1469410258192766370 end 1469410258191766370  Run 304431, LB 300, lumi 11.93
Event Veto ['MiniNoiseBurst'], Mon Jul 25 01:31:20 2016 UTC-Mon Jul 25 01:31:20 2016 UTC (0.001 )  Time stamp start 1469410280208075150 end 1469410280207075150  Run 304431, LB 300, lumi 11.93
Event Veto ['MiniNoiseBurst'], Mon Jul 25 01:31:24 2016 UTC-Mon Jul 25 01:31:24 2016 UTC (0.001 )  Time stamp start 1469410284066562205 end 1469410284065562080  Run 304431, LB 300, lumi 11.93
Event Veto ['MiniNoiseBurst'], Mon Jul 25 01:31:31 2016 UTC-Mon Jul 25 01:31:31 2016 UTC (0.001 )  Time stamp start 1469410291928964575 end 1469410291927964575  Run 304431, LB 300, lumi 11.93
Event Veto ['MiniNoiseBurst'], Mon Jul 25 01:31:39 2016 UTC-Mon Jul 25 01:31:39 2016 UTC (0.001 )  Time stamp start 1469410299900522710 end 1469410299899522710  Run 304431, LB 301, lumi 11.91
Event Veto ['NoiseBurst'], Mon Jul 25 01:31:42 2016 UTC-Mon Jul 25 01:31:42 2016 UTC (0.010 )  Time stamp start 1469410302410920080 end 1469410302400787790  Run 304431, LB 301, lumi 120.69
Event Veto ['MiniNoiseBurst'], Mon Jul 25 01:31:43 2016 UTC-Mon Jul 25 01:31:43 2016 UTC (0.001 )  Time stamp start 1469410303879996950 end 1469410303878996825  Run 304431, LB 301, lumi 11.91
Event Veto ['MiniNoiseBurst'], Mon Jul 25 01:31:47 2016 UTC-Mon Jul 25 01:31:47 2016 UTC (0.001 )  Time stamp start 1469410307628287870 end 1469410307627287870  Run 304431, LB 301, lumi 11.91
Event Veto ['NoiseBurst'], Mon Jul 25 01:31:54 2016 UTC-Mon Jul 25 01:31:54 2016 UTC (0.012 )  Time stamp start 1469410314690312495 end 1469410314677969195  Run 304431, LB 301, lumi 147.03
Event Veto ['MiniNoiseBurst'], Mon Jul 25 01:32:02 2016 UTC-Mon Jul 25 01:32:02 2016 UTC (0.001 )  Time stamp start 1469410322504063805 end 1469410322503063805  Run 304431, LB 301, lumi 11.91
Event Veto ['NoiseBurst'], Mon Jul 25 01:32:19 2016 UTC-Mon Jul 25 01:32:19 2016 UTC (0.010 )  Time stamp start 1469410339618573940 end 1469410339608418620  Run 304431, LB 301, lumi 120.97
Event Veto ['MiniNoiseBurst'], Mon Jul 25 01:32:37 2016 UTC-Mon Jul 25 01:32:37 2016 UTC (0.001 )  Time stamp start 1469410357850956170 end 1469410357849956170  Run 304431, LB 302, lumi 11.91
Event Veto ['MiniNoiseBurst'], Mon Jul 25 01:33:55 2016 UTC-Mon Jul 25 01:33:55 2016 UTC (0.001 )  Time stamp start 1469410435967359340 end 1469410435966359340  Run 304431, LB 303, lumi 11.89
Event Veto ['MiniNoiseBurst'], Mon Jul 25 01:33:59 2016 UTC-Mon Jul 25 01:33:59 2016 UTC (0.001 )  Time stamp start 1469410439817683165 end 1469410439816682915  Run 304431, LB 303, lumi 11.90
Event Veto ['MiniNoiseBurst'], Mon Jul 25 01:34:00 2016 UTC-Mon Jul 25 01:34:00 2016 UTC (0.001 )  Time stamp start 1469410440684858760 end 1469410440683858760  Run 304431, LB 303, lumi 11.89
Event Veto ['MiniNoiseBurst'], Mon Jul 25 01:34:03 2016 UTC-Mon Jul 25 01:34:03 2016 UTC (0.001 )  Time stamp start 1469410443725283130 end 1469410443724283130  Run 304431, LB 303, lumi 11.89
Event Veto ['NoiseBurst'], Mon Jul 25 01:34:08 2016 UTC-Mon Jul 25 01:34:08 2016 UTC (0.010 )  Time stamp start 1469410448939083185 end 1469410448928875770  Run 304431, LB 303, lumi 121.41
Event Veto ['MiniNoiseBurst'], Mon Jul 25 01:34:15 2016 UTC-Mon Jul 25 01:34:15 2016 UTC (0.001 )  Time stamp start 1469410455128822680 end 1469410455127822680  Run 304431, LB 303, lumi 11.89
Event Veto ['MiniNoiseBurst'], Mon Jul 25 01:34:19 2016 UTC-Mon Jul 25 01:34:19 2016 UTC (0.001 )  Time stamp start 1469410459441143875 end 1469410459440143875  Run 304431, LB 303, lumi 11.89
Event Veto ['MiniNoiseBurst'], Mon Jul 25 01:34:42 2016 UTC-Mon Jul 25 01:34:42 2016 UTC (0.001 )  Time stamp start 1469410482837614260 end 1469410482836614260  Run 304431, LB 304, lumi 11.88
Event Veto ['MiniNoiseBurst'], Mon Jul 25 01:34:58 2016 UTC-Mon Jul 25 01:34:58 2016 UTC (0.001 )  Time stamp start 1469410498837513450 end 1469410498836513200  Run 304431, LB 304, lumi 11.88
Event Veto ['MiniNoiseBurst'], Mon Jul 25 01:35:02 2016 UTC-Mon Jul 25 01:35:02 2016 UTC (0.001 )  Time stamp start 1469410502600026290 end 1469410502599026290  Run 304431, LB 304, lumi 11.88
