Warning in <TInterpreter::ReadRootmapFile>: class  UCharDbArray found in libRootCnvDict.so  is already in libStorageSvcDict.so 
Warning in <TInterpreter::ReadRootmapFile>: class  Event found in libtest_GPyTestDict.so  is already in libG4AtlasControlDict.so 
Reading event veto info from db oracle://ATLAS_COOLPROD;schema=ATLAS_COOLOFL_LAR;dbname=CONDBR2, tag LARBadChannelsOflEventVeto-RUN2-UPD4-10  Run 302956 to 302956
Reading folder /LAR/BadChannelsOfl/EventVeto from DB oracle://ATLAS_COOLPROD;schema=ATLAS_COOLOFL_LAR;dbname=CONDBR2
Data source lookup using /cvmfs/atlas.cern.ch/repo/sw/software/21.0/AtlasCore/21.0.20/InstallArea/x86_64-slc6-gcc62-opt/XML/AtlasAuthentication/dblookup.xml file
Dumping EventVeto data from run 302956 to run 302956  lasting from Tue Jun 28 21:54:12 2016 UTC to Wed Jun 29 17:14:32 2016 UTC
Event Veto ['MiniNoiseBurst'], Tue Jun 28 21:59:42 2016 UTC-Tue Jun 28 21:59:42 2016 UTC (0.001 )  Time stamp start 1467151182600309425 end 1467151182599308275  Run 302956, LB 6, lumi 0.00
Event Veto ['MiniNoiseBurst'], Wed Jun 29 01:45:17 2016 UTC-Wed Jun 29 01:45:17 2016 UTC (0.001 )  Time stamp start 1467164717916143180 end 1467164717915142680  Run 302956, LB 235, lumi 5.03
Event Veto ['MiniNoiseBurst'], Wed Jun 29 01:45:18 2016 UTC-Wed Jun 29 01:45:18 2016 UTC (0.001 )  Time stamp start 1467164718512355350 end 1467164718511355350  Run 302956, LB 235, lumi 5.02
Event Veto ['MiniNoiseBurst'], Wed Jun 29 01:45:24 2016 UTC-Wed Jun 29 01:45:24 2016 UTC (0.001 )  Time stamp start 1467164724681875145 end 1467164724680874895  Run 302956, LB 235, lumi 5.03
Event Veto ['MiniNoiseBurst'], Wed Jun 29 01:45:31 2016 UTC-Wed Jun 29 01:45:31 2016 UTC (0.001 )  Time stamp start 1467164731440375590 end 1467164731439375465  Run 302956, LB 235, lumi 5.03
Event Veto ['MiniNoiseBurst'], Wed Jun 29 01:45:38 2016 UTC-Wed Jun 29 01:45:38 2016 UTC (0.001 )  Time stamp start 1467164738261290900 end 1467164738260290900  Run 302956, LB 236, lumi 9.37
Event Veto ['MiniNoiseBurst'], Wed Jun 29 01:46:12 2016 UTC-Wed Jun 29 01:46:12 2016 UTC (0.001 )  Time stamp start 1467164772197578280 end 1467164772196576785  Run 302956, LB 236, lumi 9.39
Event Veto ['MiniNoiseBurst'], Wed Jun 29 01:46:19 2016 UTC-Wed Jun 29 01:46:19 2016 UTC (0.001 )  Time stamp start 1467164779055482240 end 1467164779054482240  Run 302956, LB 236, lumi 9.37
Event Veto ['MiniNoiseBurst'], Wed Jun 29 01:46:25 2016 UTC-Wed Jun 29 01:46:25 2016 UTC (0.001 )  Time stamp start 1467164785852906285 end 1467164785851906285  Run 302956, LB 236, lumi 9.37
Event Veto ['MiniNoiseBurst'], Wed Jun 29 01:46:32 2016 UTC-Wed Jun 29 01:46:32 2016 UTC (0.001 )  Time stamp start 1467164792681442400 end 1467164792680442175  Run 302956, LB 237, lumi 9.66
Event Veto ['MiniNoiseBurst'], Wed Jun 29 01:46:37 2016 UTC-Wed Jun 29 01:46:37 2016 UTC (0.001 )  Time stamp start 1467164797765066840 end 1467164797764066715  Run 302956, LB 237, lumi 9.66
Event Veto ['NoiseBurst'], Wed Jun 29 01:46:38 2016 UTC-Wed Jun 29 01:46:38 2016 UTC (0.010 )  Time stamp start 1467164798754939915 end 1467164798744938920  Run 302956, LB 237, lumi 96.55
Event Veto ['MiniNoiseBurst'], Wed Jun 29 01:46:44 2016 UTC-Wed Jun 29 01:46:44 2016 UTC (0.001 )  Time stamp start 1467164804411965420 end 1467164804410964525  Run 302956, LB 237, lumi 9.66
Event Veto ['MiniNoiseBurst'], Wed Jun 29 01:46:51 2016 UTC-Wed Jun 29 01:46:51 2016 UTC (0.001 )  Time stamp start 1467164811065564700 end 1467164811064563405  Run 302956, LB 237, lumi 9.67
Event Veto ['NoiseBurst'], Wed Jun 29 01:46:56 2016 UTC-Wed Jun 29 01:46:56 2016 UTC (0.010 )  Time stamp start 1467164816696894960 end 1467164816686894135  Run 302956, LB 237, lumi 96.55
Event Veto ['NoiseBurst'], Wed Jun 29 01:46:57 2016 UTC-Wed Jun 29 01:46:57 2016 UTC (0.010 )  Time stamp start 1467164817372965335 end 1467164817362956275  Run 302956, LB 237, lumi 96.63
Event Veto ['MiniNoiseBurst'], Wed Jun 29 01:46:58 2016 UTC-Wed Jun 29 01:46:58 2016 UTC (0.001 )  Time stamp start 1467164818128894905 end 1467164818127894905  Run 302956, LB 237, lumi 9.65
Event Veto ['MiniNoiseBurst'], Wed Jun 29 01:47:04 2016 UTC-Wed Jun 29 01:47:04 2016 UTC (0.001 )  Time stamp start 1467164824771732005 end 1467164824770731630  Run 302956, LB 237, lumi 9.66
Event Veto ['MiniNoiseBurst'], Wed Jun 29 01:47:09 2016 UTC-Wed Jun 29 01:47:09 2016 UTC (0.001 )  Time stamp start 1467164829557839145 end 1467164829556838945  Run 302956, LB 237, lumi 9.66
Event Veto ['MiniNoiseBurst'], Wed Jun 29 01:47:16 2016 UTC-Wed Jun 29 01:47:16 2016 UTC (0.001 )  Time stamp start 1467164836101897770 end 1467164836100897570  Run 302956, LB 237, lumi 9.66
Event Veto ['MiniNoiseBurst'], Wed Jun 29 01:47:21 2016 UTC-Wed Jun 29 01:47:21 2016 UTC (0.001 )  Time stamp start 1467164841274880285 end 1467164841273880285  Run 302956, LB 237, lumi 9.65
Event Veto ['NoiseBurst'], Wed Jun 29 01:47:26 2016 UTC-Wed Jun 29 01:47:26 2016 UTC (0.010 )  Time stamp start 1467164846387669650 end 1467164846377668675  Run 302956, LB 237, lumi 96.55
Event Veto ['NoiseBurst'], Wed Jun 29 01:47:28 2016 UTC-Wed Jun 29 01:47:28 2016 UTC (0.010 )  Time stamp start 1467164848178058665 end 1467164848167703990  Run 302956, LB 237, lumi 99.96
Event Veto ['NoiseBurst'], Wed Jun 29 01:47:29 2016 UTC-Wed Jun 29 01:47:29 2016 UTC (0.010 )  Time stamp start 1467164849324649195 end 1467164849314648270  Run 302956, LB 237, lumi 96.55
Event Veto ['MiniNoiseBurst'], Wed Jun 29 01:47:33 2016 UTC-Wed Jun 29 01:47:33 2016 UTC (0.001 )  Time stamp start 1467164853271071185 end 1467164853270071185  Run 302956, LB 238, lumi 9.64
Event Veto ['MiniNoiseBurst'], Wed Jun 29 01:47:38 2016 UTC-Wed Jun 29 01:47:38 2016 UTC (0.001 )  Time stamp start 1467164858251628610 end 1467164858250628435  Run 302956, LB 238, lumi 9.64
Event Veto ['MiniNoiseBurst'], Wed Jun 29 01:47:44 2016 UTC-Wed Jun 29 01:47:44 2016 UTC (0.001 )  Time stamp start 1467164864719621840 end 1467164864718621715  Run 302956, LB 238, lumi 9.64
Event Veto ['MiniNoiseBurst'], Wed Jun 29 01:47:51 2016 UTC-Wed Jun 29 01:47:51 2016 UTC (0.001 )  Time stamp start 1467164871265000510 end 1467164871263999090  Run 302956, LB 238, lumi 9.65
Event Veto ['MiniNoiseBurst'], Wed Jun 29 01:47:59 2016 UTC-Wed Jun 29 01:47:59 2016 UTC (0.001 )  Time stamp start 1467164879047781340 end 1467164879046781340  Run 302956, LB 238, lumi 9.64
Event Veto ['MiniNoiseBurst'], Wed Jun 29 01:48:02 2016 UTC-Wed Jun 29 01:48:02 2016 UTC (0.001 )  Time stamp start 1467164882658306195 end 1467164882657306195  Run 302956, LB 238, lumi 9.64
Event Veto ['MiniNoiseBurst'], Wed Jun 29 01:48:08 2016 UTC-Wed Jun 29 01:48:08 2016 UTC (0.001 )  Time stamp start 1467164888218139675 end 1467164888217139425  Run 302956, LB 238, lumi 9.64
Event Veto ['MiniNoiseBurst'], Wed Jun 29 01:48:20 2016 UTC-Wed Jun 29 01:48:20 2016 UTC (0.001 )  Time stamp start 1467164900038583085 end 1467164900037581740  Run 302956, LB 238, lumi 9.65
Event Veto ['MiniNoiseBurst'], Wed Jun 29 01:48:26 2016 UTC-Wed Jun 29 01:48:26 2016 UTC (0.001 )  Time stamp start 1467164906633522205 end 1467164906632521955  Run 302956, LB 238, lumi 9.64
Event Veto ['MiniNoiseBurst'], Wed Jun 29 01:48:33 2016 UTC-Wed Jun 29 01:48:33 2016 UTC (0.001 )  Time stamp start 1467164913306405065 end 1467164913305405065  Run 302956, LB 239, lumi 9.43
Event Veto ['MiniNoiseBurst'], Wed Jun 29 01:48:38 2016 UTC-Wed Jun 29 01:48:38 2016 UTC (0.001 )  Time stamp start 1467164918790208230 end 1467164918789206810  Run 302956, LB 239, lumi 9.44
Event Veto ['MiniNoiseBurst'], Wed Jun 29 01:48:51 2016 UTC-Wed Jun 29 01:48:51 2016 UTC (0.001 )  Time stamp start 1467164931140240820 end 1467164931139240820  Run 302956, LB 239, lumi 9.43
Event Veto ['NoiseBurst'], Wed Jun 29 01:49:02 2016 UTC-Wed Jun 29 01:49:02 2016 UTC (0.010 )  Time stamp start 1467164942229641925 end 1467164942219641055  Run 302956, LB 239, lumi 94.31
Event Veto ['NoiseBurst'], Wed Jun 29 01:49:20 2016 UTC-Wed Jun 29 01:49:20 2016 UTC (0.010 )  Time stamp start 1467164960560841690 end 1467164960550771605  Run 302956, LB 239, lumi 94.96
Event Veto ['MiniNoiseBurst'], Wed Jun 29 01:49:21 2016 UTC-Wed Jun 29 01:49:21 2016 UTC (0.001 )  Time stamp start 1467164961133336050 end 1467164961132335925  Run 302956, LB 239, lumi 9.43
Event Veto ['NoiseBurst'], Wed Jun 29 01:49:23 2016 UTC-Wed Jun 29 01:49:23 2016 UTC (0.010 )  Time stamp start 1467164963911344745 end 1467164963901344195  Run 302956, LB 239, lumi 94.31
Event Veto ['NoiseBurst'], Wed Jun 29 01:49:52 2016 UTC-Wed Jun 29 01:49:52 2016 UTC (0.010 )  Time stamp start 1467164992192625195 end 1467164992182624545  Run 302956, LB 240, lumi 91.67
Event Veto ['MiniNoiseBurst'], Wed Jun 29 01:49:52 2016 UTC-Wed Jun 29 01:49:52 2016 UTC (0.001 )  Time stamp start 1467164992330893695 end 1467164992329892145  Run 302956, LB 240, lumi 9.18
Event Veto ['MiniNoiseBurst'], Wed Jun 29 01:50:11 2016 UTC-Wed Jun 29 01:50:11 2016 UTC (0.001 )  Time stamp start 1467165011131623590 end 1467165011130623440  Run 302956, LB 240, lumi 9.17
Event Veto ['MiniNoiseBurst'], Wed Jun 29 01:50:17 2016 UTC-Wed Jun 29 01:50:17 2016 UTC (0.001 )  Time stamp start 1467165017276991270 end 1467165017275991270  Run 302956, LB 240, lumi 9.17
Event Veto ['NoiseBurst'], Wed Jun 29 01:50:22 2016 UTC-Wed Jun 29 01:50:22 2016 UTC (0.010 )  Time stamp start 1467165022318047835 end 1467165022308039055  Run 302956, LB 240, lumi 91.75
Event Veto ['MiniNoiseBurst'], Wed Jun 29 01:50:39 2016 UTC-Wed Jun 29 01:50:39 2016 UTC (0.001 )  Time stamp start 1467165039311164510 end 1467165039310164510  Run 302956, LB 241, lumi 9.62
Event Veto ['NoiseBurst'], Wed Jun 29 01:50:42 2016 UTC-Wed Jun 29 01:50:42 2016 UTC (0.010 )  Time stamp start 1467165042248116620 end 1467165042238043115  Run 302956, LB 241, lumi 96.93
Event Veto ['MiniNoiseBurst'], Wed Jun 29 01:50:59 2016 UTC-Wed Jun 29 01:50:59 2016 UTC (0.001 )  Time stamp start 1467165059535430470 end 1467165059534430470  Run 302956, LB 241, lumi 9.62
Event Veto ['MiniNoiseBurst'], Wed Jun 29 01:51:06 2016 UTC-Wed Jun 29 01:51:06 2016 UTC (0.001 )  Time stamp start 1467165066242832150 end 1467165066241830925  Run 302956, LB 241, lumi 9.63
Event Veto ['NoiseBurst'], Wed Jun 29 01:51:50 2016 UTC-Wed Jun 29 01:51:50 2016 UTC (0.010 )  Time stamp start 1467165110168896580 end 1467165110158895630  Run 302956, LB 242, lumi 96.17
Event Veto ['MiniNoiseBurst'], Wed Jun 29 01:51:52 2016 UTC-Wed Jun 29 01:51:52 2016 UTC (0.001 )  Time stamp start 1467165112388110035 end 1467165112387110035  Run 302956, LB 242, lumi 9.62
Event Veto ['NoiseBurst'], Wed Jun 29 01:51:55 2016 UTC-Wed Jun 29 01:51:55 2016 UTC (0.010 )  Time stamp start 1467165115588402890 end 1467165115578331705  Run 302956, LB 242, lumi 96.85
Event Veto ['MiniNoiseBurst'], Wed Jun 29 01:52:04 2016 UTC-Wed Jun 29 01:52:04 2016 UTC (0.001 )  Time stamp start 1467165124220593200 end 1467165124219592130  Run 302956, LB 242, lumi 9.63
Event Veto ['MiniNoiseBurst'], Wed Jun 29 01:52:10 2016 UTC-Wed Jun 29 01:52:10 2016 UTC (0.001 )  Time stamp start 1467165130843524355 end 1467165130842524230  Run 302956, LB 242, lumi 9.62
Event Veto ['MiniNoiseBurst'], Wed Jun 29 01:52:49 2016 UTC-Wed Jun 29 01:52:49 2016 UTC (0.001 )  Time stamp start 1467165169396968665 end 1467165169395967445  Run 302956, LB 243, lumi 0.00
Event Veto ['MiniNoiseBurst'], Wed Jun 29 01:53:01 2016 UTC-Wed Jun 29 01:53:01 2016 UTC (0.001 )  Time stamp start 1467165181321631610 end 1467165181320630190  Run 302956, LB 243, lumi 0.00
Event Veto ['MiniNoiseBurst'], Wed Jun 29 01:53:07 2016 UTC-Wed Jun 29 01:53:07 2016 UTC (0.001 )  Time stamp start 1467165187863929990 end 1467165187862929615  Run 302956, LB 243, lumi 0.00
Event Veto ['MiniNoiseBurst'], Wed Jun 29 01:53:14 2016 UTC-Wed Jun 29 01:53:14 2016 UTC (0.001 )  Time stamp start 1467165194423135805 end 1467165194422134760  Run 302956, LB 243, lumi 0.00
Event Veto ['MiniNoiseBurst'], Wed Jun 29 01:53:47 2016 UTC-Wed Jun 29 01:53:47 2016 UTC (0.001 )  Time stamp start 1467165227597595930 end 1467165227596595930  Run 302956, LB 245, lumi 9.60
Event Veto ['MiniNoiseBurst'], Wed Jun 29 01:53:54 2016 UTC-Wed Jun 29 01:53:54 2016 UTC (0.001 )  Time stamp start 1467165234146302800 end 1467165234145302250  Run 302956, LB 245, lumi 9.60
Event Veto ['MiniNoiseBurst'], Wed Jun 29 01:54:00 2016 UTC-Wed Jun 29 01:54:00 2016 UTC (0.001 )  Time stamp start 1467165240880843025 end 1467165240879842900  Run 302956, LB 245, lumi 9.60
Event Veto ['MiniNoiseBurst'], Wed Jun 29 01:54:07 2016 UTC-Wed Jun 29 01:54:07 2016 UTC (0.001 )  Time stamp start 1467165247379999780 end 1467165247378999405  Run 302956, LB 245, lumi 9.60
Event Veto ['MiniNoiseBurst'], Wed Jun 29 01:55:20 2016 UTC-Wed Jun 29 01:55:20 2016 UTC (0.001 )  Time stamp start 1467165320035152820 end 1467165320034152820  Run 302956, LB 246, lumi 9.57
Event Veto ['MiniNoiseBurst'], Wed Jun 29 01:55:55 2016 UTC-Wed Jun 29 01:55:55 2016 UTC (0.001 )  Time stamp start 1467165355711508845 end 1467165355710508845  Run 302956, LB 247, lumi 9.57
Event Veto ['MiniNoiseBurst'], Wed Jun 29 01:55:57 2016 UTC-Wed Jun 29 01:55:57 2016 UTC (0.001 )  Time stamp start 1467165357931517215 end 1467165357930515945  Run 302956, LB 247, lumi 9.58
Event Veto ['MiniNoiseBurst'], Wed Jun 29 01:56:09 2016 UTC-Wed Jun 29 01:56:09 2016 UTC (0.001 )  Time stamp start 1467165369398541155 end 1467165369397540730  Run 302956, LB 247, lumi 9.57
Event Veto ['MiniNoiseBurst'], Wed Jun 29 01:56:16 2016 UTC-Wed Jun 29 01:56:16 2016 UTC (0.001 )  Time stamp start 1467165376015678150 end 1467165376014678150  Run 302956, LB 247, lumi 9.57
Event Veto ['MiniNoiseBurst'], Wed Jun 29 01:56:21 2016 UTC-Wed Jun 29 01:56:21 2016 UTC (0.001 )  Time stamp start 1467165381063281155 end 1467165381062281155  Run 302956, LB 247, lumi 9.57
Event Veto ['MiniNoiseBurst'], Wed Jun 29 01:56:34 2016 UTC-Wed Jun 29 01:56:34 2016 UTC (0.001 )  Time stamp start 1467165394373138040 end 1467165394372138040  Run 302956, LB 247, lumi 9.57
Event Veto ['MiniNoiseBurst'], Wed Jun 29 01:56:47 2016 UTC-Wed Jun 29 01:56:47 2016 UTC (0.001 )  Time stamp start 1467165407672157950 end 1467165407671157950  Run 302956, LB 248, lumi 9.55
Event Veto ['MiniNoiseBurst'], Wed Jun 29 01:57:12 2016 UTC-Wed Jun 29 01:57:12 2016 UTC (0.001 )  Time stamp start 1467165432789810400 end 1467165432788810400  Run 302956, LB 248, lumi 9.55
Event Veto ['MiniNoiseBurst'], Wed Jun 29 01:57:52 2016 UTC-Wed Jun 29 01:57:52 2016 UTC (0.001 )  Time stamp start 1467165472477974985 end 1467165472476974685  Run 302956, LB 249, lumi 9.55
Event Veto ['NoiseBurst', 'MiniNoiseBurst'], Wed Jun 29 01:57:55 2016 UTC-Wed Jun 29 01:57:55 2016 UTC (0.001 )  Time stamp start 1467165475208554935 end 1467165475207554935  Run 302956, LB 249, lumi 9.55
Event Veto ['MiniNoiseBurst'], Wed Jun 29 01:58:05 2016 UTC-Wed Jun 29 01:58:05 2016 UTC (0.001 )  Time stamp start 1467165485503962580 end 1467165485502962205  Run 302956, LB 249, lumi 9.55
Event Veto ['MiniNoiseBurst'], Wed Jun 29 01:58:30 2016 UTC-Wed Jun 29 01:58:30 2016 UTC (0.001 )  Time stamp start 1467165510040677280 end 1467165510039677155  Run 302956, LB 249, lumi 9.55
Event Veto ['MiniNoiseBurst'], Wed Jun 29 01:58:53 2016 UTC-Wed Jun 29 01:58:53 2016 UTC (0.001 )  Time stamp start 1467165533423683405 end 1467165533422683155  Run 302956, LB 250, lumi 9.55
Event Veto ['MiniNoiseBurst'], Wed Jun 29 01:58:59 2016 UTC-Wed Jun 29 01:58:59 2016 UTC (0.001 )  Time stamp start 1467165539944329105 end 1467165539943329105  Run 302956, LB 250, lumi 9.55
Event Veto ['MiniNoiseBurst'], Wed Jun 29 01:59:11 2016 UTC-Wed Jun 29 01:59:11 2016 UTC (0.001 )  Time stamp start 1467165551023733120 end 1467165551022732545  Run 302956, LB 250, lumi 9.55
Event Veto ['MiniNoiseBurst'], Wed Jun 29 01:59:21 2016 UTC-Wed Jun 29 01:59:21 2016 UTC (0.001 )  Time stamp start 1467165561535608780 end 1467165561534608780  Run 302956, LB 250, lumi 9.55
Event Veto ['MiniNoiseBurst'], Wed Jun 29 01:59:28 2016 UTC-Wed Jun 29 01:59:28 2016 UTC (0.001 )  Time stamp start 1467165568208186540 end 1467165568207186415  Run 302956, LB 250, lumi 9.55
Event Veto ['MiniNoiseBurst'], Wed Jun 29 01:59:34 2016 UTC-Wed Jun 29 01:59:34 2016 UTC (0.001 )  Time stamp start 1467165574681966325 end 1467165574680965950  Run 302956, LB 250, lumi 9.55
Event Veto ['MiniNoiseBurst'], Wed Jun 29 01:59:41 2016 UTC-Wed Jun 29 01:59:41 2016 UTC (0.001 )  Time stamp start 1467165581332230540 end 1467165581331230540  Run 302956, LB 251, lumi 0.00
Event Veto ['MiniNoiseBurst'], Wed Jun 29 01:59:47 2016 UTC-Wed Jun 29 01:59:47 2016 UTC (0.001 )  Time stamp start 1467165587813789290 end 1467165587812789115  Run 302956, LB 251, lumi 0.00
Event Veto ['MiniNoiseBurst'], Wed Jun 29 02:00:00 2016 UTC-Wed Jun 29 02:00:00 2016 UTC (0.001 )  Time stamp start 1467165600861197145 end 1467165600860197145  Run 302956, LB 251, lumi 0.00
Event Veto ['MiniNoiseBurst'], Wed Jun 29 02:00:07 2016 UTC-Wed Jun 29 02:00:07 2016 UTC (0.001 )  Time stamp start 1467165607431556445 end 1467165607430556070  Run 302956, LB 251, lumi 0.00
Event Veto ['MiniNoiseBurst'], Wed Jun 29 02:00:13 2016 UTC-Wed Jun 29 02:00:13 2016 UTC (0.001 )  Time stamp start 1467165613939687880 end 1467165613938687755  Run 302956, LB 251, lumi 0.00
Event Veto ['MiniNoiseBurst'], Wed Jun 29 02:00:19 2016 UTC-Wed Jun 29 02:00:19 2016 UTC (0.001 )  Time stamp start 1467165619162947010 end 1467165619161945935  Run 302956, LB 251, lumi 0.00
Event Veto ['MiniNoiseBurst'], Wed Jun 29 02:00:25 2016 UTC-Wed Jun 29 02:00:25 2016 UTC (0.001 )  Time stamp start 1467165625735079680 end 1467165625734079385  Run 302956, LB 251, lumi 0.00
Event Veto ['MiniNoiseBurst'], Wed Jun 29 02:00:46 2016 UTC-Wed Jun 29 02:00:46 2016 UTC (0.001 )  Time stamp start 1467165646995496845 end 1467165646994496845  Run 302956, LB 252, lumi 0.00
Event Veto ['MiniNoiseBurst'], Wed Jun 29 02:01:05 2016 UTC-Wed Jun 29 02:01:05 2016 UTC (0.001 )  Time stamp start 1467165665226836075 end 1467165665225836075  Run 302956, LB 253, lumi 9.52
Event Veto ['MiniNoiseBurst'], Wed Jun 29 02:01:10 2016 UTC-Wed Jun 29 02:01:10 2016 UTC (0.001 )  Time stamp start 1467165670772969980 end 1467165670771969680  Run 302956, LB 253, lumi 9.52
Event Veto ['MiniNoiseBurst'], Wed Jun 29 02:01:17 2016 UTC-Wed Jun 29 02:01:17 2016 UTC (0.001 )  Time stamp start 1467165677412268420 end 1467165677411268045  Run 302956, LB 253, lumi 9.52
Event Veto ['MiniNoiseBurst'], Wed Jun 29 02:01:27 2016 UTC-Wed Jun 29 02:01:27 2016 UTC (0.001 )  Time stamp start 1467165687967376005 end 1467165687966375580  Run 302956, LB 253, lumi 9.52
Event Veto ['MiniNoiseBurst'], Wed Jun 29 02:01:34 2016 UTC-Wed Jun 29 02:01:34 2016 UTC (0.001 )  Time stamp start 1467165694464927255 end 1467165694463927255  Run 302956, LB 253, lumi 9.52
Event Veto ['MiniNoiseBurst'], Wed Jun 29 02:01:35 2016 UTC-Wed Jun 29 02:01:35 2016 UTC (0.001 )  Time stamp start 1467165695560879085 end 1467165695559879085  Run 302956, LB 253, lumi 9.52
Event Veto ['MiniNoiseBurst'], Wed Jun 29 02:01:50 2016 UTC-Wed Jun 29 02:01:50 2016 UTC (0.001 )  Time stamp start 1467165710604195465 end 1467165710603195465  Run 302956, LB 254, lumi 9.49
