Warning in <TInterpreter::ReadRootmapFile>: class  UCharDbArray found in libRootCnvDict.so  is already in libStorageSvcDict.so 
Warning in <TInterpreter::ReadRootmapFile>: class  Event found in libtest_GPyTestDict.so  is already in libG4AtlasControlDict.so 
Reading event veto info from db oracle://ATLAS_COOLPROD;schema=ATLAS_COOLOFL_LAR;dbname=CONDBR2, tag LARBadChannelsOflEventVeto-RUN2-UPD4-10  Run 334264 to 334264
Reading folder /LAR/BadChannelsOfl/EventVeto from DB oracle://ATLAS_COOLPROD;schema=ATLAS_COOLOFL_LAR;dbname=CONDBR2
Data source lookup using /cvmfs/atlas.cern.ch/repo/sw/software/21.0/AtlasCore/21.0.20/InstallArea/x86_64-slc6-gcc62-opt/XML/AtlasAuthentication/dblookup.xml file
Dumping EventVeto data from run 334264 to run 334264  lasting from Sat Aug 26 10:50:18 2017 UTC to Sat Aug 26 19:17:26 2017 UTC
Event Veto ['MiniNoiseBurst'], Sat Aug 26 11:56:05 2017 UTC-Sat Aug 26 11:56:05 2017 UTC (0.001 )  Time stamp start 1503748565026948760 end 1503748565025948015  Run 334264, LB 72, lumi 0.00
Event Veto ['MiniNoiseBurst'], Sat Aug 26 14:07:04 2017 UTC-Sat Aug 26 14:07:04 2017 UTC (0.001 )  Time stamp start 1503756424279729155 end 1503756424278728485  Run 334264, LB 211, lumi 5.80
Event Veto ['MiniNoiseBurst'], Sat Aug 26 14:07:19 2017 UTC-Sat Aug 26 14:07:19 2017 UTC (0.000 )  Time stamp start 1503756439886059815 end 1503756439886059190  Run 334264, LB 212, lumi 0.00
Event Veto ['MiniNoiseBurst'], Sat Aug 26 14:07:19 2017 UTC-Sat Aug 26 14:07:19 2017 UTC (0.001 )  Time stamp start 1503756439887059940 end 1503756439886059815  Run 334264, LB 212, lumi 5.78
Event Veto ['MiniNoiseBurst'], Sat Aug 26 14:07:36 2017 UTC-Sat Aug 26 14:07:36 2017 UTC (0.001 )  Time stamp start 1503756456352773065 end 1503756456351773065  Run 334264, LB 212, lumi 5.77
Event Veto ['MiniNoiseBurst'], Sat Aug 26 14:07:50 2017 UTC-Sat Aug 26 14:07:50 2017 UTC (0.001 )  Time stamp start 1503756470197333735 end 1503756470196333735  Run 334264, LB 212, lumi 5.77
Event Veto ['MiniNoiseBurst'], Sat Aug 26 14:08:23 2017 UTC-Sat Aug 26 14:08:23 2017 UTC (0.001 )  Time stamp start 1503756503735242065 end 1503756503734241790  Run 334264, LB 213, lumi 5.76
Event Veto ['MiniNoiseBurst'], Sat Aug 26 14:08:54 2017 UTC-Sat Aug 26 14:08:54 2017 UTC (0.001 )  Time stamp start 1503756534920654645 end 1503756534919654100  Run 334264, LB 213, lumi 5.77
Event Veto ['MiniNoiseBurst'], Sat Aug 26 14:10:17 2017 UTC-Sat Aug 26 14:10:17 2017 UTC (0.001 )  Time stamp start 1503756617065614795 end 1503756617064614795  Run 334264, LB 215, lumi 5.43
Event Veto ['MiniNoiseBurst'], Sat Aug 26 14:10:48 2017 UTC-Sat Aug 26 14:10:48 2017 UTC (0.001 )  Time stamp start 1503756648906018100 end 1503756648905018100  Run 334264, LB 215, lumi 5.43
Event Veto ['MiniNoiseBurst'], Sat Aug 26 14:11:07 2017 UTC-Sat Aug 26 14:11:07 2017 UTC (0.001 )  Time stamp start 1503756667178240035 end 1503756667177239635  Run 334264, LB 216, lumi 5.76
Event Veto ['MiniNoiseBurst'], Sat Aug 26 14:11:24 2017 UTC-Sat Aug 26 14:11:24 2017 UTC (0.001 )  Time stamp start 1503756684136689425 end 1503756684135689425  Run 334264, LB 216, lumi 5.75
Event Veto ['MiniNoiseBurst'], Sat Aug 26 14:11:39 2017 UTC-Sat Aug 26 14:11:39 2017 UTC (0.001 )  Time stamp start 1503756699511050455 end 1503756699510049705  Run 334264, LB 216, lumi 5.76
Event Veto ['MiniNoiseBurst'], Sat Aug 26 14:12:14 2017 UTC-Sat Aug 26 14:12:14 2017 UTC (0.001 )  Time stamp start 1503756734913754380 end 1503756734912754380  Run 334264, LB 217, lumi 5.79
Event Veto ['MiniNoiseBurst'], Sat Aug 26 14:12:31 2017 UTC-Sat Aug 26 14:12:31 2017 UTC (0.001 )  Time stamp start 1503756751936158205 end 1503756751935158205  Run 334264, LB 217, lumi 5.79
Event Veto ['MiniNoiseBurst'], Sat Aug 26 14:12:57 2017 UTC-Sat Aug 26 14:12:57 2017 UTC (0.001 )  Time stamp start 1503756777835499385 end 1503756777834498765  Run 334264, LB 217, lumi 5.79
Event Veto ['MiniNoiseBurst'], Sat Aug 26 14:13:14 2017 UTC-Sat Aug 26 14:13:14 2017 UTC (0.001 )  Time stamp start 1503756794167658715 end 1503756794166658715  Run 334264, LB 218, lumi 5.78
Event Veto ['MiniNoiseBurst'], Sat Aug 26 14:13:21 2017 UTC-Sat Aug 26 14:13:21 2017 UTC (0.001 )  Time stamp start 1503756801816721760 end 1503756801815721760  Run 334264, LB 218, lumi 5.78
Event Veto ['MiniNoiseBurst'], Sat Aug 26 14:14:00 2017 UTC-Sat Aug 26 14:14:00 2017 UTC (0.001 )  Time stamp start 1503756840661084945 end 1503756840660084545  Run 334264, LB 218, lumi 5.78
Event Veto ['MiniNoiseBurst'], Sat Aug 26 14:14:09 2017 UTC-Sat Aug 26 14:14:09 2017 UTC (0.001 )  Time stamp start 1503756849429885265 end 1503756849428885265  Run 334264, LB 219, lumi 5.77
Event Veto ['MiniNoiseBurst'], Sat Aug 26 14:14:48 2017 UTC-Sat Aug 26 14:14:48 2017 UTC (0.001 )  Time stamp start 1503756888223956660 end 1503756888222956040  Run 334264, LB 220, lumi 5.77
Event Veto ['MiniNoiseBurst'], Sat Aug 26 14:14:52 2017 UTC-Sat Aug 26 14:14:52 2017 UTC (0.001 )  Time stamp start 1503756892116526160 end 1503756892115526160  Run 334264, LB 220, lumi 5.76
Event Veto ['MiniNoiseBurst'], Sat Aug 26 14:14:54 2017 UTC-Sat Aug 26 14:14:54 2017 UTC (0.001 )  Time stamp start 1503756894518713315 end 1503756894517713315  Run 334264, LB 220, lumi 5.76
Event Veto ['MiniNoiseBurst'], Sat Aug 26 14:15:00 2017 UTC-Sat Aug 26 14:15:00 2017 UTC (0.001 )  Time stamp start 1503756900229216090 end 1503756900228216090  Run 334264, LB 220, lumi 5.76
Event Veto ['MiniNoiseBurst'], Sat Aug 26 14:15:05 2017 UTC-Sat Aug 26 14:15:05 2017 UTC (0.000 )  Time stamp start 1503756905318672095 end 1503756905318671595  Run 334264, LB 220, lumi 0.00
Event Veto ['MiniNoiseBurst'], Sat Aug 26 14:15:05 2017 UTC-Sat Aug 26 14:15:05 2017 UTC (0.001 )  Time stamp start 1503756905319672095 end 1503756905318672095  Run 334264, LB 220, lumi 5.76
Event Veto ['MiniNoiseBurst'], Sat Aug 26 14:15:59 2017 UTC-Sat Aug 26 14:15:59 2017 UTC (0.001 )  Time stamp start 1503756959692139495 end 1503756959691139495  Run 334264, LB 221, lumi 5.75
Event Veto ['MiniNoiseBurst'], Sat Aug 26 14:16:08 2017 UTC-Sat Aug 26 14:16:08 2017 UTC (0.001 )  Time stamp start 1503756968781944355 end 1503756968780943710  Run 334264, LB 221, lumi 5.76
Event Veto ['NoiseBurst'], Sat Aug 26 14:16:17 2017 UTC-Sat Aug 26 14:16:17 2017 UTC (0.001 )  Time stamp start 1503756977002044605 end 1503756977001028760  Run 334264, LB 221, lumi 5.84
Event Veto ['MiniNoiseBurst'], Sat Aug 26 14:16:24 2017 UTC-Sat Aug 26 14:16:24 2017 UTC (0.001 )  Time stamp start 1503756984523290025 end 1503756984522289625  Run 334264, LB 221, lumi 5.75
Event Veto ['NoiseBurst'], Sat Aug 26 14:16:28 2017 UTC-Sat Aug 26 14:16:28 2017 UTC (0.001 )  Time stamp start 1503756988405232450 end 1503756988404097940  Run 334264, LB 221, lumi 6.53
Event Veto ['MiniNoiseBurst'], Sat Aug 26 14:17:43 2017 UTC-Sat Aug 26 14:17:43 2017 UTC (0.001 )  Time stamp start 1503757063219437760 end 1503757063218346340  Run 334264, LB 223, lumi 6.25
Event Veto ['MiniNoiseBurst'], Sat Aug 26 14:17:58 2017 UTC-Sat Aug 26 14:17:58 2017 UTC (0.001 )  Time stamp start 1503757078878996925 end 1503757078877996150  Run 334264, LB 223, lumi 5.74
Event Veto ['MiniNoiseBurst'], Sat Aug 26 14:18:14 2017 UTC-Sat Aug 26 14:18:14 2017 UTC (0.001 )  Time stamp start 1503757094962145745 end 1503757094961145745  Run 334264, LB 223, lumi 5.73
Event Veto ['MiniNoiseBurst'], Sat Aug 26 14:18:31 2017 UTC-Sat Aug 26 14:18:31 2017 UTC (0.001 )  Time stamp start 1503757111031432960 end 1503757111030432960  Run 334264, LB 223, lumi 5.73
Event Veto ['MiniNoiseBurst'], Sat Aug 26 14:18:47 2017 UTC-Sat Aug 26 14:18:47 2017 UTC (0.001 )  Time stamp start 1503757127065195910 end 1503757127064195360  Run 334264, LB 224, lumi 5.73
Event Veto ['MiniNoiseBurst'], Sat Aug 26 14:19:41 2017 UTC-Sat Aug 26 14:19:41 2017 UTC (0.001 )  Time stamp start 1503757181342788630 end 1503757181341788630  Run 334264, LB 225, lumi 5.72
Event Veto ['MiniNoiseBurst'], Sat Aug 26 14:20:03 2017 UTC-Sat Aug 26 14:20:03 2017 UTC (0.001 )  Time stamp start 1503757203851048095 end 1503757203850047795  Run 334264, LB 225, lumi 5.72
Event Veto ['MiniNoiseBurst'], Sat Aug 26 14:20:04 2017 UTC-Sat Aug 26 14:20:04 2017 UTC (0.001 )  Time stamp start 1503757204495150270 end 1503757204494150270  Run 334264, LB 225, lumi 5.72
Event Veto ['MiniNoiseBurst'], Sat Aug 26 14:20:19 2017 UTC-Sat Aug 26 14:20:19 2017 UTC (0.001 )  Time stamp start 1503757219882057110 end 1503757219881057110  Run 334264, LB 226, lumi 5.71
Event Veto ['MiniNoiseBurst'], Sat Aug 26 14:20:52 2017 UTC-Sat Aug 26 14:20:52 2017 UTC (0.001 )  Time stamp start 1503757252388755245 end 1503757252387754600  Run 334264, LB 226, lumi 5.71
Event Veto ['MiniNoiseBurst'], Sat Aug 26 14:20:59 2017 UTC-Sat Aug 26 14:20:59 2017 UTC (0.001 )  Time stamp start 1503757259665011825 end 1503757259664011825  Run 334264, LB 226, lumi 5.71
Event Veto ['MiniNoiseBurst'], Sat Aug 26 14:21:39 2017 UTC-Sat Aug 26 14:21:39 2017 UTC (0.001 )  Time stamp start 1503757299334273480 end 1503757299333272680  Run 334264, LB 227, lumi 5.70
Event Veto ['MiniNoiseBurst'], Sat Aug 26 14:22:11 2017 UTC-Sat Aug 26 14:22:11 2017 UTC (0.001 )  Time stamp start 1503757331362774425 end 1503757331361773750  Run 334264, LB 228, lumi 5.69
Event Veto ['MiniNoiseBurst'], Sat Aug 26 14:22:23 2017 UTC-Sat Aug 26 14:22:23 2017 UTC (0.001 )  Time stamp start 1503757343070234775 end 1503757343069234775  Run 334264, LB 228, lumi 5.69
Event Veto ['MiniNoiseBurst'], Sat Aug 26 14:22:31 2017 UTC-Sat Aug 26 14:22:31 2017 UTC (0.001 )  Time stamp start 1503757351266986020 end 1503757351265986020  Run 334264, LB 228, lumi 5.69
Event Veto ['MiniNoiseBurst'], Sat Aug 26 14:22:57 2017 UTC-Sat Aug 26 14:22:57 2017 UTC (0.001 )  Time stamp start 1503757377936242125 end 1503757377935242125  Run 334264, LB 228, lumi 5.69
Event Veto ['MiniNoiseBurst'], Sat Aug 26 14:23:14 2017 UTC-Sat Aug 26 14:23:14 2017 UTC (0.001 )  Time stamp start 1503757394455293695 end 1503757394454293070  Run 334264, LB 229, lumi 5.68
Event Veto ['MiniNoiseBurst'], Sat Aug 26 14:24:08 2017 UTC-Sat Aug 26 14:24:08 2017 UTC (0.001 )  Time stamp start 1503757448708581765 end 1503757448707581765  Run 334264, LB 232, lumi 5.66
Event Veto ['MiniNoiseBurst'], Sat Aug 26 14:24:35 2017 UTC-Sat Aug 26 14:24:35 2017 UTC (0.000 )  Time stamp start 1503757475365761890 end 1503757475365761515  Run 334264, LB 232, lumi 0.00
Event Veto ['MiniNoiseBurst'], Sat Aug 26 14:24:35 2017 UTC-Sat Aug 26 14:24:35 2017 UTC (0.001 )  Time stamp start 1503757475366762265 end 1503757475365761890  Run 334264, LB 232, lumi 5.67
Event Veto ['MiniNoiseBurst'], Sat Aug 26 14:24:52 2017 UTC-Sat Aug 26 14:24:52 2017 UTC (0.001 )  Time stamp start 1503757492411922110 end 1503757492410921360  Run 334264, LB 232, lumi 5.67
Event Veto ['MiniNoiseBurst'], Sat Aug 26 14:25:08 2017 UTC-Sat Aug 26 14:25:08 2017 UTC (0.001 )  Time stamp start 1503757508884849565 end 1503757508883848940  Run 334264, LB 233, lumi 5.66
Event Veto ['MiniNoiseBurst'], Sat Aug 26 14:25:27 2017 UTC-Sat Aug 26 14:25:27 2017 UTC (0.001 )  Time stamp start 1503757527254336090 end 1503757527253336090  Run 334264, LB 233, lumi 5.65
Event Veto ['MiniNoiseBurst'], Sat Aug 26 14:25:56 2017 UTC-Sat Aug 26 14:25:56 2017 UTC (0.001 )  Time stamp start 1503757556582181790 end 1503757556581181165  Run 334264, LB 233, lumi 5.66
Event Veto ['MiniNoiseBurst'], Sat Aug 26 14:26:34 2017 UTC-Sat Aug 26 14:26:34 2017 UTC (0.001 )  Time stamp start 1503757594111844455 end 1503757594110843685  Run 334264, LB 234, lumi 5.65
Event Veto ['MiniNoiseBurst'], Sat Aug 26 14:27:06 2017 UTC-Sat Aug 26 14:27:06 2017 UTC (0.001 )  Time stamp start 1503757626195203720 end 1503757626194202945  Run 334264, LB 235, lumi 5.64
Event Veto ['MiniNoiseBurst'], Sat Aug 26 14:27:16 2017 UTC-Sat Aug 26 14:27:16 2017 UTC (0.001 )  Time stamp start 1503757636774936015 end 1503757636773936015  Run 334264, LB 235, lumi 5.63
Event Veto ['MiniNoiseBurst'], Sat Aug 26 14:27:38 2017 UTC-Sat Aug 26 14:27:38 2017 UTC (0.001 )  Time stamp start 1503757658339571855 end 1503757658338571355  Run 334264, LB 235, lumi 5.64
Event Veto ['MiniNoiseBurst'], Sat Aug 26 14:27:54 2017 UTC-Sat Aug 26 14:27:54 2017 UTC (0.001 )  Time stamp start 1503757674831262665 end 1503757674830262390  Run 334264, LB 235, lumi 5.64
Event Veto ['MiniNoiseBurst'], Sat Aug 26 14:28:13 2017 UTC-Sat Aug 26 14:28:13 2017 UTC (0.001 )  Time stamp start 1503757693877640680 end 1503757693876640280  Run 334264, LB 236, lumi 5.63
Event Veto ['MiniNoiseBurst'], Sat Aug 26 14:28:30 2017 UTC-Sat Aug 26 14:28:30 2017 UTC (0.001 )  Time stamp start 1503757710654748665 end 1503757710653747990  Run 334264, LB 236, lumi 5.63
Event Veto ['MiniNoiseBurst'], Sat Aug 26 14:29:03 2017 UTC-Sat Aug 26 14:29:03 2017 UTC (0.001 )  Time stamp start 1503757743180674040 end 1503757743179673515  Run 334264, LB 237, lumi 5.62
Event Veto ['MiniNoiseBurst'], Sat Aug 26 14:29:19 2017 UTC-Sat Aug 26 14:29:19 2017 UTC (0.001 )  Time stamp start 1503757759373769590 end 1503757759372769040  Run 334264, LB 237, lumi 5.62
Event Veto ['MiniNoiseBurst'], Sat Aug 26 14:29:50 2017 UTC-Sat Aug 26 14:29:50 2017 UTC (0.000 )  Time stamp start 1503757790463948515 end 1503757790463947765  Run 334264, LB 237, lumi 0.00
Event Veto ['MiniNoiseBurst'], Sat Aug 26 14:29:50 2017 UTC-Sat Aug 26 14:29:50 2017 UTC (0.001 )  Time stamp start 1503757790464948515 end 1503757790463948515  Run 334264, LB 237, lumi 5.62
Event Veto ['MiniNoiseBurst'], Sat Aug 26 14:30:22 2017 UTC-Sat Aug 26 14:30:22 2017 UTC (0.001 )  Time stamp start 1503757822691013805 end 1503757822690013180  Run 334264, LB 238, lumi 5.61
Event Veto ['MiniNoiseBurst'], Sat Aug 26 14:30:38 2017 UTC-Sat Aug 26 14:30:38 2017 UTC (0.001 )  Time stamp start 1503757838580794115 end 1503757838579793490  Run 334264, LB 238, lumi 5.61
Event Veto ['MiniNoiseBurst'], Sat Aug 26 14:31:10 2017 UTC-Sat Aug 26 14:31:10 2017 UTC (0.001 )  Time stamp start 1503757870479497165 end 1503757870478497165  Run 334264, LB 239, lumi 5.60
Event Veto ['MiniNoiseBurst'], Sat Aug 26 14:31:10 2017 UTC-Sat Aug 26 14:31:10 2017 UTC (0.001 )  Time stamp start 1503757870834021625 end 1503757870833021130  Run 334264, LB 239, lumi 5.60
Event Veto ['MiniNoiseBurst'], Sat Aug 26 14:31:27 2017 UTC-Sat Aug 26 14:31:27 2017 UTC (0.001 )  Time stamp start 1503757887352544060 end 1503757887351543515  Run 334264, LB 240, lumi 5.60
Event Veto ['MiniNoiseBurst'], Sat Aug 26 14:31:43 2017 UTC-Sat Aug 26 14:31:43 2017 UTC (0.000 )  Time stamp start 1503757903287831855 end 1503757903287831105  Run 334264, LB 240, lumi 0.00
Event Veto ['MiniNoiseBurst'], Sat Aug 26 14:31:43 2017 UTC-Sat Aug 26 14:31:43 2017 UTC (0.001 )  Time stamp start 1503757903288831855 end 1503757903287831855  Run 334264, LB 240, lumi 5.60
Event Veto ['MiniNoiseBurst'], Sat Aug 26 14:32:43 2017 UTC-Sat Aug 26 14:32:43 2017 UTC (0.001 )  Time stamp start 1503757963484872385 end 1503757963483872385  Run 334264, LB 241, lumi 5.59
Event Veto ['MiniNoiseBurst'], Sat Aug 26 14:32:47 2017 UTC-Sat Aug 26 14:32:47 2017 UTC (0.001 )  Time stamp start 1503757967336643605 end 1503757967335642980  Run 334264, LB 241, lumi 5.59
